"Notes","Residence State","Residence State Code","UCD - ICD Chapter","UCD - ICD Chapter Code",Deaths,Population,Crude Rate
,"New York","36","Diseases of the ear and mastoid process","H60-H93",31,156559258,0.0
,"New York","36","Diseases of the circulatory system","I00-I99",418324,156559258,267.2
,"New York","36","Diseases of the respiratory system","J00-J98",112565,156559258,71.9
,"New York","36","Diseases of the digestive system","K00-K92",46173,156559258,29.5
,"New York","36","Diseases of the skin and subcutaneous tissue","L00-L98",3571,156559258,2.3
,"New York","36","Diseases of the musculoskeletal system and connective tissue","M00-M99",6371,156559258,4.1
,"New York","36","Diseases of the genitourinary system","N00-N98",30277,156559258,19.3
,"New York","36","Pregnancy, childbirth and the puerperium","O00-O99",531,156559258,0.3
,"New York","36","Certain conditions originating in the perinatal period","P00-P96",3424,156559258,2.2
,"New York","36","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",3629,156559258,2.3
,"New York","36","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",21602,156559258,13.8
,"New York","36","Codes for special purposes","U00-U99",74231,156559258,47.4
,"New York","36","External causes of morbidity and mortality","V01-Y89",88249,156559258,56.4
,"New York","36","Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death.","999--999",3970,156559258,2.5
,"North Carolina","37","Certain infectious and parasitic diseases","A00-B99",18859,85229135,22.1
,"North Carolina","37","Neoplasms","C00-D48",161074,85229135,189.0
,"North Carolina","37","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",3474,85229135,4.1
,"North Carolina","37","Endocrine, nutritional and metabolic diseases","E00-E88",47371,85229135,55.6
,"North Carolina","37","Mental and behavioural disorders","F01-F99",41246,85229135,48.4
,"North Carolina","37","Diseases of the nervous system","G00-G98",66845,85229135,78.4
,"North Carolina","37","Diseases of the eye and adnexa","H00-H57",12,85229135,Unreliable
,"North Carolina","37","Diseases of the ear and mastoid process","H60-H93",16,85229135,Unreliable
,"North Carolina","37","Diseases of the circulatory system","I00-I99",222102,85229135,260.6
,"North Carolina","37","Diseases of the respiratory system","J00-J98",72327,85229135,84.9
,"North Carolina","37","Diseases of the digestive system","K00-K92",33785,85229135,39.6
,"North Carolina","37","Diseases of the skin and subcutaneous tissue","L00-L98",1908,85229135,2.2
,"North Carolina","37","Diseases of the musculoskeletal system and connective tissue","M00-M99",4550,85229135,5.3
,"North Carolina","37","Diseases of the genitourinary system","N00-N98",22303,85229135,26.2
,"North Carolina","37","Pregnancy, childbirth and the puerperium","O00-O99",416,85229135,0.5
,"North Carolina","37","Certain conditions originating in the perinatal period","P00-P96",3162,85229135,3.7
,"North Carolina","37","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",2443,85229135,2.9
,"North Carolina","37","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",10598,85229135,12.4
,"North Carolina","37","Codes for special purposes","U00-U99",31071,85229135,36.5
,"North Carolina","37","External causes of morbidity and mortality","V01-Y89",73168,85229135,85.8
,"North Carolina","37","Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death.","999--999",3559,85229135,4.2
,"North Dakota","38","Certain infectious and parasitic diseases","A00-B99",1050,6193435,17.0
,"North Dakota","38","Neoplasms","C00-D48",10410,6193435,168.1
,"North Dakota","38","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",256,6193435,4.1
,"North Dakota","38","Endocrine, nutritional and metabolic diseases","E00-E88",3050,6193435,49.2
,"North Dakota","38","Mental and behavioural disorders","F01-F99",2478,6193435,40.0
,"North Dakota","38","Diseases of the nervous system","G00-G98",4679,6193435,75.5
,"North Dakota","38","Diseases of the circulatory system","I00-I99",15168,6193435,244.9
,"North Dakota","38","Diseases of the respiratory system","J00-J98",4792,6193435,77.4
,"North Dakota","38","Diseases of the digestive system","K00-K92",2559,6193435,41.3
,"North Dakota","38","Diseases of the skin and subcutaneous tissue","L00-L98",136,6193435,2.2
,"North Dakota","38","Diseases of the musculoskeletal system and connective tissue","M00-M99",313,6193435,5.1
,"North Dakota","38","Diseases of the genitourinary system","N00-N98",1296,6193435,20.9
,"North Dakota","38","Pregnancy, childbirth and the puerperium","O00-O99",20,6193435,0.3
,"North Dakota","38","Certain conditions originating in the perinatal period","P00-P96",175,6193435,2.8
,"North Dakota","38","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",210,6193435,3.4
,"North Dakota","38","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",682,6193435,11.0
,"North Dakota","38","Codes for special purposes","U00-U99",2385,6193435,38.5
,"North Dakota","38","External causes of morbidity and mortality","V01-Y89",4450,6193435,71.9
,"North Dakota","38","Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death.","999--999",271,6193435,4.4
,"Ohio","39","Certain infectious and parasitic diseases","A00-B99",22400,93965639,23.8
,"Ohio","39","Neoplasms","C00-D48",197343,93965639,210.0
,"Ohio","39","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",3547,93965639,3.8
,"Ohio","39","Endocrine, nutritional and metabolic diseases","E00-E88",54590,93965639,58.1
,"Ohio","39","Mental and behavioural disorders","F01-F99",46513,93965639,49.5
,"Ohio","39","Diseases of the nervous system","G00-G98",77673,93965639,82.7
,"Ohio","39","Diseases of the eye and adnexa","H00-H57",14,93965639,Unreliable
,"Ohio","39","Diseases of the ear and mastoid process","H60-H93",33,93965639,0.0
,"Ohio","39","Diseases of the circulatory system","I00-I99",303230,93965639,322.7
,"Ohio","39","Diseases of the respiratory system","J00-J98",92978,93965639,98.9
,"Ohio","39","Diseases of the digestive system","K00-K92",37352,93965639,39.8
,"Ohio","39","Diseases of the skin and subcutaneous tissue","L00-L98",1901,93965639,2.0
,"Ohio","39","Diseases of the musculoskeletal system and connective tissue","M00-M99",4887,93965639,5.2
,"Ohio","39","Diseases of the genitourinary system","N00-N98",24198,93965639,25.8
,"Ohio","39","Pregnancy, childbirth and the puerperium","O00-O99",333,93965639,0.4
,"Ohio","39","Certain conditions originating in the perinatal period","P00-P96",3429,93965639,3.6
,"Ohio","39","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",3050,93965639,3.2
,"Ohio","39","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",14356,93965639,15.3
,"Ohio","39","Codes for special purposes","U00-U99",45148,93965639,48.0
,"Ohio","39","External causes of morbidity and mortality","V01-Y89",85486,93965639,91.0
,"Ohio","39","Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death.","999--999",3532,93965639,3.8
,"Oklahoma","40","Certain infectious and parasitic diseases","A00-B99",6280,32048744,19.6
,"Oklahoma","40","Neoplasms","C00-D48",66405,32048744,207.2
,"Oklahoma","40","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",828,32048744,2.6
,"Oklahoma","40","Endocrine, nutritional and metabolic diseases","E00-E88",15944,32048744,49.7
,"Oklahoma","40","Mental and behavioural disorders","F01-F99",11575,32048744,36.1
,"Oklahoma","40","Diseases of the nervous system","G00-G98",26034,32048744,81.2
,"Oklahoma","40","Diseases of the ear and mastoid process","H60-H93",12,32048744,Unreliable
,"Oklahoma","40","Diseases of the circulatory system","I00-I99",111345,32048744,347.4
,"Oklahoma","40","Diseases of the respiratory system","J00-J98",33468,32048744,104.4
,"Oklahoma","40","Diseases of the digestive system","K00-K92",13860,32048744,43.2
,"Oklahoma","40","Diseases of the skin and subcutaneous tissue","L00-L98",756,32048744,2.4
,"Oklahoma","40","Diseases of the musculoskeletal system and connective tissue","M00-M99",2542,32048744,7.9
,"Oklahoma","40","Diseases of the genitourinary system","N00-N98",6740,32048744,21.0
,"Oklahoma","40","Pregnancy, childbirth and the puerperium","O00-O99",119,32048744,0.4
,"Oklahoma","40","Certain conditions originating in the perinatal period","P00-P96",1165,32048744,3.6
,"Oklahoma","40","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",1209,32048744,3.8
,"Oklahoma","40","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",2787,32048744,8.7
,"Oklahoma","40","Codes for special purposes","U00-U99",16889,32048744,52.7
,"Oklahoma","40","External causes of morbidity and mortality","V01-Y89",30612,32048744,95.5
,"Oklahoma","40","Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death.","999--999",1492,32048744,4.7
,"Oregon","41","Certain infectious and parasitic diseases","A00-B99",5233,33836323,15.5
,"Oregon","41","Neoplasms","C00-D48",66406,33836323,196.3
,"Oregon","41","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",1151,33836323,3.4
,"Oregon","41","Endocrine, nutritional and metabolic diseases","E00-E88",17672,33836323,52.2
,"Oregon","41","Mental and behavioural disorders","F01-F99",19534,33836323,57.7
,"Oregon","41","Diseases of the nervous system","G00-G98",30067,33836323,88.9
,"Oregon","41","Diseases of the ear and mastoid process","H60-H93",20,33836323,0.1
,"Oregon","41","Diseases of the circulatory system","I00-I99",84442,33836323,249.6
,"Oregon","41","Diseases of the respiratory system","J00-J98",23502,33836323,69.5
,"Oregon","41","Diseases of the digestive system","K00-K92",15547,33836323,45.9
,"Oregon","41","Diseases of the skin and subcutaneous tissue","L00-L98",803,33836323,2.4
,"Oregon","41","Diseases of the musculoskeletal system and connective tissue","M00-M99",1911,33836323,5.6
,"Oregon","41","Diseases of the genitourinary system","N00-N98",5533,33836323,16.4
,"Oregon","41","Pregnancy, childbirth and the puerperium","O00-O99",89,33836323,0.3
,"Oregon","41","Certain conditions originating in the perinatal period","P00-P96",673,33836323,2.0
,"Oregon","41","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",963,33836323,2.8
,"Oregon","41","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",4988,33836323,14.7
,"Oregon","41","Codes for special purposes","U00-U99",8158,33836323,24.1
,"Oregon","41","External causes of morbidity and mortality","V01-Y89",29574,33836323,87.4
,"Oregon","41","Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death.","999--999",1369,33836323,4.0
,"Pennsylvania","42","Certain infectious and parasitic diseases","A00-B99",27433,103213416,26.6
,"Pennsylvania","42","Neoplasms","C00-D48",220272,103213416,213.4
,"Pennsylvania","42","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",4850,103213416,4.7
,"Pennsylvania","42","Endocrine, nutritional and metabolic diseases","E00-E88",53253,103213416,51.6
,"Pennsylvania","42","Mental and behavioural disorders","F01-F99",61573,103213416,59.7
,"Pennsylvania","42","Diseases of the nervous system","G00-G98",73263,103213416,71.0
,"Pennsylvania","42","Diseases of the eye and adnexa","H00-H57",20,103213416,0.0
,"Pennsylvania","42","Diseases of the ear and mastoid process","H60-H93",32,103213416,0.0
,"Pennsylvania","42","Diseases of the circulatory system","I00-I99",319655,103213416,309.7
,"Pennsylvania","42","Diseases of the respiratory system","J00-J98",92006,103213416,89.1
,"Pennsylvania","42","Diseases of the digestive system","K00-K92",41078,103213416,39.8
,"Pennsylvania","42","Diseases of the skin and subcutaneous tissue","L00-L98",2393,103213416,2.3
,"Pennsylvania","42","Diseases of the musculoskeletal system and connective tissue","M00-M99",5634,103213416,5.5
,"Pennsylvania","42","Diseases of the genitourinary system","N00-N98",31372,103213416,30.4
,"Pennsylvania","42","Pregnancy, childbirth and the puerperium","O00-O99",254,103213416,0.2
,"Pennsylvania","42","Certain conditions originating in the perinatal period","P00-P96",3038,103213416,2.9
,"Pennsylvania","42","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",2806,103213416,2.7
,"Pennsylvania","42","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",17960,103213416,17.4
,"Pennsylvania","42","Codes for special purposes","U00-U99",48058,103213416,46.6
,"Pennsylvania","42","External causes of morbidity and mortality","V01-Y89",89579,103213416,86.8
,"Pennsylvania","42","Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death.","999--999",4086,103213416,4.0
,"Rhode Island","44","Certain infectious and parasitic diseases","A00-B99",1439,8651031,16.6
,"Rhode Island","44","Neoplasms","C00-D48",16817,8651031,194.4
,"Rhode Island","44","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",284,8651031,3.3
,"Rhode Island","44","Endocrine, nutritional and metabolic diseases","E00-E88",3909,8651031,45.2
,"Rhode Island","44","Mental and behavioural disorders","F01-F99",5444,8651031,62.9
,"Rhode Island","44","Diseases of the nervous system","G00-G98",6386,8651031,73.8
,"Rhode Island","44","Diseases of the circulatory system","I00-I99",23697,8651031,273.9
,"Rhode Island","44","Diseases of the respiratory system","J00-J98",6328,8651031,73.1
,"Rhode Island","44","Diseases of the digestive system","K00-K92",3750,8651031,43.3
,"Rhode Island","44","Diseases of the skin and subcutaneous tissue","L00-L98",155,8651031,1.8
,"Rhode Island","44","Diseases of the musculoskeletal system and connective tissue","M00-M99",473,8651031,5.5
,"Rhode Island","44","Diseases of the genitourinary system","N00-N98",1773,8651031,20.5
,"Rhode Island","44","Pregnancy, childbirth and the puerperium","O00-O99",19,8651031,Unreliable
,"Rhode Island","44","Certain conditions originating in the perinatal period","P00-P96",205,8651031,2.4
,"Rhode Island","44","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",272,8651031,3.1
,"Rhode Island","44","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",629,8651031,7.3
,"Rhode Island","44","Codes for special purposes","U00-U99",3378,8651031,39.0
,"Rhode Island","44","External causes of morbidity and mortality","V01-Y89",6836,8651031,79.0
,"Rhode Island","44","Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death.","999--999",241,8651031,2.8
,"South Carolina","45","Certain infectious and parasitic diseases","A00-B99",11022,42044885,26.2
,"South Carolina","45","Neoplasms","C00-D48",86334,42044885,205.3
,"South Carolina","45","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",2089,42044885,5.0
,"South Carolina","45","Endocrine, nutritional and metabolic diseases","E00-E88",25894,42044885,61.6
,"South Carolina","45","Mental and behavioural disorders","F01-F99",16820,42044885,40.0
,"South Carolina","45","Diseases of the nervous system","G00-G98",43025,42044885,102.3
,"South Carolina","45","Diseases of the eye and adnexa","H00-H57",11,42044885,Unreliable
,"South Carolina","45","Diseases of the ear and mastoid process","H60-H93",12,42044885,Unreliable
,"South Carolina","45","Diseases of the circulatory system","I00-I99",122499,42044885,291.4
,"South Carolina","45","Diseases of the respiratory system","J00-J98",37833,42044885,90.0
,"South Carolina","45","Diseases of the digestive system","K00-K92",18536,42044885,44.1
,"South Carolina","45","Diseases of the skin and subcutaneous tissue","L00-L98",896,42044885,2.1
,"South Carolina","45","Diseases of the musculoskeletal system and connective tissue","M00-M99",2202,42044885,5.2
,"South Carolina","45","Diseases of the genitourinary system","N00-N98",10533,42044885,25.1
,"South Carolina","45","Pregnancy, childbirth and the puerperium","O00-O99",186,42044885,0.4
,"South Carolina","45","Certain conditions originating in the perinatal period","P00-P96",1556,42044885,3.7
,"South Carolina","45","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",1240,42044885,2.9
,"South Carolina","45","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",4140,42044885,9.8
,"South Carolina","45","Codes for special purposes","U00-U99",19600,42044885,46.6
,"South Carolina","45","External causes of morbidity and mortality","V01-Y89",41124,42044885,97.8
,"South Carolina","45","Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death.","999--999",2072,42044885,4.9
,"South Dakota","46","Certain infectious and parasitic diseases","A00-B99",1407,7222765,19.5
,"South Dakota","46","Neoplasms","C00-D48",13672,7222765,189.3
,"South Dakota","46","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",250,7222765,3.5
,"South Dakota","46","Endocrine, nutritional and metabolic diseases","E00-E88",3968,7222765,54.9
,"South Dakota","46","Mental and behavioural disorders","F01-F99",2129,7222765,29.5
,"South Dakota","46","Diseases of the nervous system","G00-G98",5867,7222765,81.2
,"South Dakota","46","Diseases of the circulatory system","I00-I99",18485,7222765,255.9
,"South Dakota","46","Diseases of the respiratory system","J00-J98",6078,7222765,84.2
,"South Dakota","46","Diseases of the digestive system","K00-K92",3766,7222765,52.1
,"South Dakota","46","Diseases of the skin and subcutaneous tissue","L00-L98",212,7222765,2.9
,"South Dakota","46","Diseases of the musculoskeletal system and connective tissue","M00-M99",520,7222765,7.2
,"South Dakota","46","Diseases of the genitourinary system","N00-N98",1238,7222765,17.1
,"South Dakota","46","Pregnancy, childbirth and the puerperium","O00-O99",31,7222765,0.4
,"South Dakota","46","Certain conditions originating in the perinatal period","P00-P96",220,7222765,3.0
,"South Dakota","46","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",308,7222765,4.3
,"South Dakota","46","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",326,7222765,4.5
,"South Dakota","46","Codes for special purposes","U00-U99",3027,7222765,41.9
,"South Dakota","46","External causes of morbidity and mortality","V01-Y89",5771,7222765,79.9
,"South Dakota","46","Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death.","999--999",330,7222765,4.6
,"Tennessee","47","Certain infectious and parasitic diseases","A00-B99",12614,55892042,22.6
,"Tennessee","47","Neoplasms","C00-D48",115822,55892042,207.2
,"Tennessee","47","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",1938,55892042,3.5
,"Tennessee","47","Endocrine, nutritional and metabolic diseases","E00-E88",32523,55892042,58.2
,"Tennessee","47","Mental and behavioural disorders","F01-F99",22751,55892042,40.7
,"Tennessee","47","Diseases of the nervous system","G00-G98",54184,55892042,96.9
,"Tennessee","47","Diseases of the ear and mastoid process","H60-H93",19,55892042,Unreliable
,"Tennessee","47","Diseases of the circulatory system","I00-I99",179380,55892042,320.9
,"Tennessee","47","Diseases of the respiratory system","J00-J98",57605,55892042,103.1
,"Tennessee","47","Diseases of the digestive system","K00-K92",25028,55892042,44.8
,"Tennessee","47","Diseases of the skin and subcutaneous tissue","L00-L98",1268,55892042,2.3
,"Tennessee","47","Diseases of the musculoskeletal system and connective tissue","M00-M99",2769,55892042,5.0
,"Tennessee","47","Diseases of the genitourinary system","N00-N98",13751,55892042,24.6
,"Tennessee","47","Pregnancy, childbirth and the puerperium","O00-O99",309,55892042,0.6
,"Tennessee","47","Certain conditions originating in the perinatal period","P00-P96",1751,55892042,3.1
,"Tennessee","47","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",1923,55892042,3.4
,"Tennessee","47","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",6686,55892042,12.0
,"Tennessee","47","Codes for special purposes","U00-U99",26640,55892042,47.7
,"Tennessee","47","External causes of morbidity and mortality","V01-Y89",59402,55892042,106.3
,"Tennessee","47","Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death.","999--999",2913,55892042,5.2
,"Texas","48","Certain infectious and parasitic diseases","A00-B99",44302,238125901,18.6
,"Texas","48","Neoplasms","C00-D48",339510,238125901,142.6
,"Texas","48","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",6663,238125901,2.8
,"Texas","48","Endocrine, nutritional and metabolic diseases","E00-E88",98864,238125901,41.5
,"Texas","48","Mental and behavioural disorders","F01-F99",48057,238125901,20.2
,"Texas","48","Diseases of the nervous system","G00-G98",180483,238125901,75.8
,"Texas","48","Diseases of the eye and adnexa","H00-H57",26,238125901,0.0
,"Texas","48","Diseases of the ear and mastoid process","H60-H93",72,238125901,0.0
,"Texas","48","Diseases of the circulatory system","I00-I99",505245,238125901,212.2
,"Texas","48","Diseases of the respiratory system","J00-J98",143853,238125901,60.4
,"Texas","48","Diseases of the digestive system","K00-K92",75178,238125901,31.6
,"Texas","48","Diseases of the skin and subcutaneous tissue","L00-L98",3530,238125901,1.5
,"Texas","48","Diseases of the musculoskeletal system and connective tissue","M00-M99",9195,238125901,3.9
,"Texas","48","Diseases of the genitourinary system","N00-N98",46193,238125901,19.4
,"Texas","48","Pregnancy, childbirth and the puerperium","O00-O99",1019,238125901,0.4
,"Texas","48","Certain conditions originating in the perinatal period","P00-P96",7843,238125901,3.3
,"Texas","48","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",6974,238125901,2.9
,"Texas","48","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",18171,238125901,7.6
,"Texas","48","Codes for special purposes","U00-U99",95728,238125901,40.2
,"Texas","48","External causes of morbidity and mortality","V01-Y89",147859,238125901,62.1
,"Texas","48","Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death.","999--999",7418,238125901,3.1
,"Utah","49","Certain infectious and parasitic diseases","A00-B99",2984,26588919,11.2
,"Utah","49","Neoplasms","C00-D48",28078,26588919,105.6
,"Utah","49","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",561,26588919,2.1
,"Utah","49","Endocrine, nutritional and metabolic diseases","E00-E88",10733,26588919,40.4
,"Utah","49","Mental and behavioural disorders","F01-F99",7846,26588919,29.5
,"Utah","49","Diseases of the nervous system","G00-G98",16331,26588919,61.4
,"Utah","49","Diseases of the eye and adnexa","H00-H57",13,26588919,Unreliable
,"Utah","49","Diseases of the circulatory system","I00-I99",42900,26588919,161.3
,"Utah","49","Diseases of the respiratory system","J00-J98",12573,26588919,47.3
,"Utah","49","Diseases of the digestive system","K00-K92",6747,26588919,25.4
,"Utah","49","Diseases of the skin and subcutaneous tissue","L00-L98",338,26588919,1.3
,"Utah","49","Diseases of the musculoskeletal system and connective tissue","M00-M99",1249,26588919,4.7
,"Utah","49","Diseases of the genitourinary system","N00-N98",4045,26588919,15.2
,"Utah","49","Pregnancy, childbirth and the puerperium","O00-O99",74,26588919,0.3
,"Utah","49","Certain conditions originating in the perinatal period","P00-P96",917,26588919,3.4
,"Utah","49","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",910,26588919,3.4
,"Utah","49","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",2409,26588919,9.1
,"Utah","49","Codes for special purposes","U00-U99",5051,26588919,19.0
,"Utah","49","External causes of morbidity and mortality","V01-Y89",16771,26588919,63.1
,"Utah","49","Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death.","999--999",976,26588919,3.7
,"Vermont","50","Certain infectious and parasitic diseases","A00-B99",839,5108661,16.4
,"Vermont","50","Neoplasms","C00-D48",11393,5108661,223.0
,"Vermont","50","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",171,5108661,3.3
,"Vermont","50","Endocrine, nutritional and metabolic diseases","E00-E88",2529,5108661,49.5
,"Vermont","50","Mental and behavioural disorders","F01-F99",2649,5108661,51.9
,"Vermont","50","Diseases of the nervous system","G00-G98",4454,5108661,87.2
,"Vermont","50","Diseases of the circulatory system","I00-I99",14681,5108661,287.4
,"Vermont","50","Diseases of the respiratory system","J00-J98",3945,5108661,77.2
,"Vermont","50","Diseases of the digestive system","K00-K92",2218,5108661,43.4
,"Vermont","50","Diseases of the skin and subcutaneous tissue","L00-L98",94,5108661,1.8
,"Vermont","50","Diseases of the musculoskeletal system and connective tissue","M00-M99",350,5108661,6.9
,"Vermont","50","Diseases of the genitourinary system","N00-N98",635,5108661,12.4
,"Vermont","50","Certain conditions originating in the perinatal period","P00-P96",92,5108661,1.8
,"Vermont","50","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",191,5108661,3.7
,"Vermont","50","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",366,5108661,7.2
,"Vermont","50","Codes for special purposes","U00-U99",876,5108661,17.1
,"Vermont","50","External causes of morbidity and mortality","V01-Y89",4857,5108661,95.1
,"Vermont","50","Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death.","999--999",270,5108661,5.3
,"Virginia","51","Certain infectious and parasitic diseases","A00-B99",13703,69116754,19.8
,"Virginia","51","Neoplasms","C00-D48",123832,69116754,179.2
,"Virginia","51","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",2434,69116754,3.5
,"Virginia","51","Endocrine, nutritional and metabolic diseases","E00-E88",32190,69116754,46.6
,"Virginia","51","Mental and behavioural disorders","F01-F99",32638,69116754,47.2
,"Virginia","51","Diseases of the nervous system","G00-G98",50453,69116754,73.0
,"Virginia","51","Diseases of the eye and adnexa","H00-H57",13,69116754,Unreliable
,"Virginia","51","Diseases of the ear and mastoid process","H60-H93",15,69116754,Unreliable
,"Virginia","51","Diseases of the circulatory system","I00-I99",168582,69116754,243.9
,"Virginia","51","Diseases of the respiratory system","J00-J98",49696,69116754,71.9
,"Virginia","51","Diseases of the digestive system","K00-K92",23222,69116754,33.6
,"Virginia","51","Diseases of the skin and subcutaneous tissue","L00-L98",1083,69116754,1.6
,"Virginia","51","Diseases of the musculoskeletal system and connective tissue","M00-M99",3042,69116754,4.4
,"Virginia","51","Diseases of the genitourinary system","N00-N98",16626,69116754,24.1
,"Virginia","51","Pregnancy, childbirth and the puerperium","O00-O99",310,69116754,0.4
,"Virginia","51","Certain conditions originating in the perinatal period","P00-P96",2183,69116754,3.2
,"Virginia","51","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",1804,69116754,2.6
,"Virginia","51","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",6983,69116754,10.1
,"Virginia","51","Codes for special purposes","U00-U99",22115,69116754,32.0
,"Virginia","51","External causes of morbidity and mortality","V01-Y89",47262,69116754,68.4
,"Virginia","51","Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death.","999--999",1811,69116754,2.6
,"Washington","53","Certain infectious and parasitic diseases","A00-B99",9083,61807214,14.7
,"Washington","53","Neoplasms","C00-D48",105616,61807214,170.9
,"Washington","53","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",1788,61807214,2.9
,"Washington","53","Endocrine, nutritional and metabolic diseases","E00-E88",26965,61807214,43.6
,"Washington","53","Mental and behavioural disorders","F01-F99",19206,61807214,31.1
,"Washington","53","Diseases of the nervous system","G00-G98",50868,61807214,82.3
,"Washington","53","Diseases of the ear and mastoid process","H60-H93",27,61807214,0.0
,"Washington","53","Diseases of the circulatory system","I00-I99",132475,61807214,214.3
,"Washington","53","Diseases of the respiratory system","J00-J98",39397,61807214,63.7
,"Washington","53","Diseases of the digestive system","K00-K92",23392,61807214,37.8
,"Washington","53","Diseases of the skin and subcutaneous tissue","L00-L98",1294,61807214,2.1
,"Washington","53","Diseases of the musculoskeletal system and connective tissue","M00-M99",3004,61807214,4.9
,"Washington","53","Diseases of the genitourinary system","N00-N98",7663,61807214,12.4
,"Washington","53","Pregnancy, childbirth and the puerperium","O00-O99",169,61807214,0.3
,"Washington","53","Certain conditions originating in the perinatal period","P00-P96",1379,61807214,2.2
,"Washington","53","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",1843,61807214,3.0
,"Washington","53","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",5180,61807214,8.4
,"Washington","53","Codes for special purposes","U00-U99",13433,61807214,21.7
,"Washington","53","External causes of morbidity and mortality","V01-Y89",48727,61807214,78.8
,"Washington","53","Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death.","999--999",2825,61807214,4.6
,"West Virginia","54","Certain infectious and parasitic diseases","A00-B99",4128,14251094,29.0
,"West Virginia","54","Neoplasms","C00-D48",37381,14251094,262.3
,"West Virginia","54","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",723,14251094,5.1
,"West Virginia","54","Endocrine, nutritional and metabolic diseases","E00-E88",12660,14251094,88.8
