"Notes","Occurrence State","Occurrence State Code","Year","Year Code","MCD - ICD Chapter","MCD - ICD Chapter Code",Deaths,Population,Crude Rate
,"Massachusetts","25","2024 (provisional)","2024","Diseases of the circulatory system","I00-I99",32847,Not Applicable,Not Applicable
,"Massachusetts","25","2024 (provisional)","2024","Diseases of the respiratory system","J00-J98",17066,Not Applicable,Not Applicable
,"Massachusetts","25","2024 (provisional)","2024","Diseases of the digestive system","K00-K92",5351,Not Applicable,Not Applicable
,"Massachusetts","25","2024 (provisional)","2024","Diseases of the skin and subcutaneous tissue","L00-L98",620,Not Applicable,Not Applicable
,"Massachusetts","25","2024 (provisional)","2024","Diseases of the musculoskeletal system and connective tissue","M00-M99",1052,Not Applicable,Not Applicable
,"Massachusetts","25","2024 (provisional)","2024","Diseases of the genitourinary system","N00-N99",6979,Not Applicable,Not Applicable
,"Massachusetts","25","2024 (provisional)","2024","Pregnancy, childbirth and the puerperium","O00-O99",18,Not Applicable,Not Applicable
,"Massachusetts","25","2024 (provisional)","2024","Certain conditions originating in the perinatal period","P00-P96",203,Not Applicable,Not Applicable
,"Massachusetts","25","2024 (provisional)","2024","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",311,Not Applicable,Not Applicable
,"Massachusetts","25","2024 (provisional)","2024","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",15580,Not Applicable,Not Applicable
,"Massachusetts","25","2024 (provisional)","2024","Injury, poisoning and certain other consequences of external causes","S00-T98",6170,Not Applicable,Not Applicable
,"Massachusetts","25","2024 (provisional)","2024","Codes for special purposes","U00-U99",1061,Not Applicable,Not Applicable
,"Massachusetts","25","2024 (provisional)","2024","External causes of morbidity and mortality","V01-Y89",6447,Not Applicable,Not Applicable
,"Massachusetts","25","2025 (provisional and partial)","2025","Certain infectious and parasitic diseases","A00-B99",4260,Not Applicable,Not Applicable
,"Massachusetts","25","2025 (provisional and partial)","2025","Neoplasms","C00-D48",10427,Not Applicable,Not Applicable
,"Massachusetts","25","2025 (provisional and partial)","2025","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",1153,Not Applicable,Not Applicable
,"Massachusetts","25","2025 (provisional and partial)","2025","Endocrine, nutritional and metabolic diseases","E00-E89",6874,Not Applicable,Not Applicable
,"Massachusetts","25","2025 (provisional and partial)","2025","Mental and behavioural disorders","F01-F99",10017,Not Applicable,Not Applicable
,"Massachusetts","25","2025 (provisional and partial)","2025","Diseases of the nervous system","G00-G98",4897,Not Applicable,Not Applicable
,"Massachusetts","25","2025 (provisional and partial)","2025","Diseases of the eye and adnexa","H00-H59",21,Not Applicable,Not Applicable
,"Massachusetts","25","2025 (provisional and partial)","2025","Diseases of the circulatory system","I00-I99",22044,Not Applicable,Not Applicable
,"Massachusetts","25","2025 (provisional and partial)","2025","Diseases of the respiratory system","J00-J98",11811,Not Applicable,Not Applicable
,"Massachusetts","25","2025 (provisional and partial)","2025","Diseases of the digestive system","K00-K92",3571,Not Applicable,Not Applicable
,"Massachusetts","25","2025 (provisional and partial)","2025","Diseases of the skin and subcutaneous tissue","L00-L98",408,Not Applicable,Not Applicable
,"Massachusetts","25","2025 (provisional and partial)","2025","Diseases of the musculoskeletal system and connective tissue","M00-M99",736,Not Applicable,Not Applicable
,"Massachusetts","25","2025 (provisional and partial)","2025","Diseases of the genitourinary system","N00-N99",4733,Not Applicable,Not Applicable
,"Massachusetts","25","2025 (provisional and partial)","2025","Certain conditions originating in the perinatal period","P00-P96",124,Not Applicable,Not Applicable
,"Massachusetts","25","2025 (provisional and partial)","2025","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",203,Not Applicable,Not Applicable
,"Massachusetts","25","2025 (provisional and partial)","2025","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",13005,Not Applicable,Not Applicable
,"Massachusetts","25","2025 (provisional and partial)","2025","Injury, poisoning and certain other consequences of external causes","S00-T98",2416,Not Applicable,Not Applicable
,"Massachusetts","25","2025 (provisional and partial)","2025","Codes for special purposes","U00-U99",371,Not Applicable,Not Applicable
,"Massachusetts","25","2025 (provisional and partial)","2025","External causes of morbidity and mortality","V01-Y89",1380,Not Applicable,Not Applicable
,"Massachusetts","25","2025 (provisional and partial)","2025","Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death.","999--999",1430,Not Applicable,Not Applicable
,"Michigan","26","2018","2018","Certain infectious and parasitic diseases","A00-B99",7695,Not Applicable,Not Applicable
,"Michigan","26","2018","2018","Neoplasms","C00-D48",23194,Not Applicable,Not Applicable
,"Michigan","26","2018","2018","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",2116,Not Applicable,Not Applicable
,"Michigan","26","2018","2018","Endocrine, nutritional and metabolic diseases","E00-E89",13804,Not Applicable,Not Applicable
,"Michigan","26","2018","2018","Mental and behavioural disorders","F01-F99",24400,Not Applicable,Not Applicable
,"Michigan","26","2018","2018","Diseases of the nervous system","G00-G98",11286,Not Applicable,Not Applicable
,"Michigan","26","2018","2018","Diseases of the eye and adnexa","H00-H59",47,Not Applicable,Not Applicable
,"Michigan","26","2018","2018","Diseases of the ear and mastoid process","H60-H95",14,Not Applicable,Not Applicable
,"Michigan","26","2018","2018","Diseases of the circulatory system","I00-I99",52627,Not Applicable,Not Applicable
,"Michigan","26","2018","2018","Diseases of the respiratory system","J00-J98",24190,Not Applicable,Not Applicable
,"Michigan","26","2018","2018","Diseases of the digestive system","K00-K92",6591,Not Applicable,Not Applicable
,"Michigan","26","2018","2018","Diseases of the skin and subcutaneous tissue","L00-L98",770,Not Applicable,Not Applicable
,"Michigan","26","2018","2018","Diseases of the musculoskeletal system and connective tissue","M00-M99",1527,Not Applicable,Not Applicable
,"Michigan","26","2018","2018","Diseases of the genitourinary system","N00-N99",8240,Not Applicable,Not Applicable
,"Michigan","26","2018","2018","Pregnancy, childbirth and the puerperium","O00-O99",53,Not Applicable,Not Applicable
,"Michigan","26","2018","2018","Certain conditions originating in the perinatal period","P00-P96",428,Not Applicable,Not Applicable
,"Michigan","26","2018","2018","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",470,Not Applicable,Not Applicable
,"Michigan","26","2018","2018","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",12014,Not Applicable,Not Applicable
,"Michigan","26","2018","2018","Injury, poisoning and certain other consequences of external causes","S00-T98",9250,Not Applicable,Not Applicable
,"Michigan","26","2018","2018","External causes of morbidity and mortality","V01-Y89",9771,Not Applicable,Not Applicable
,"Michigan","26","2019","2019","Certain infectious and parasitic diseases","A00-B99",7483,Not Applicable,Not Applicable
,"Michigan","26","2019","2019","Neoplasms","C00-D48",23214,Not Applicable,Not Applicable
,"Michigan","26","2019","2019","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",2142,Not Applicable,Not Applicable
,"Michigan","26","2019","2019","Endocrine, nutritional and metabolic diseases","E00-E89",14459,Not Applicable,Not Applicable
,"Michigan","26","2019","2019","Mental and behavioural disorders","F01-F99",24634,Not Applicable,Not Applicable
,"Michigan","26","2019","2019","Diseases of the nervous system","G00-G98",11626,Not Applicable,Not Applicable
,"Michigan","26","2019","2019","Diseases of the eye and adnexa","H00-H59",50,Not Applicable,Not Applicable
,"Michigan","26","2019","2019","Diseases of the ear and mastoid process","H60-H95",16,Not Applicable,Not Applicable
,"Michigan","26","2019","2019","Diseases of the circulatory system","I00-I99",53230,Not Applicable,Not Applicable
,"Michigan","26","2019","2019","Diseases of the respiratory system","J00-J98",23816,Not Applicable,Not Applicable
,"Michigan","26","2019","2019","Diseases of the digestive system","K00-K92",7008,Not Applicable,Not Applicable
,"Michigan","26","2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98",797,Not Applicable,Not Applicable
,"Michigan","26","2019","2019","Diseases of the musculoskeletal system and connective tissue","M00-M99",1543,Not Applicable,Not Applicable
,"Michigan","26","2019","2019","Diseases of the genitourinary system","N00-N99",8438,Not Applicable,Not Applicable
,"Michigan","26","2019","2019","Pregnancy, childbirth and the puerperium","O00-O99",54,Not Applicable,Not Applicable
,"Michigan","26","2019","2019","Certain conditions originating in the perinatal period","P00-P96",438,Not Applicable,Not Applicable
,"Michigan","26","2019","2019","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",453,Not Applicable,Not Applicable
,"Michigan","26","2019","2019","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",12305,Not Applicable,Not Applicable
,"Michigan","26","2019","2019","Injury, poisoning and certain other consequences of external causes","S00-T98",8943,Not Applicable,Not Applicable
,"Michigan","26","2019","2019","External causes of morbidity and mortality","V01-Y89",9710,Not Applicable,Not Applicable
,"Michigan","26","2020","2020","Certain infectious and parasitic diseases","A00-B99",9156,Not Applicable,Not Applicable
,"Michigan","26","2020","2020","Neoplasms","C00-D48",24006,Not Applicable,Not Applicable
,"Michigan","26","2020","2020","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",2592,Not Applicable,Not Applicable
,"Michigan","26","2020","2020","Endocrine, nutritional and metabolic diseases","E00-E89",18880,Not Applicable,Not Applicable
,"Michigan","26","2020","2020","Mental and behavioural disorders","F01-F99",29645,Not Applicable,Not Applicable
,"Michigan","26","2020","2020","Diseases of the nervous system","G00-G98",13823,Not Applicable,Not Applicable
,"Michigan","26","2020","2020","Diseases of the eye and adnexa","H00-H59",63,Not Applicable,Not Applicable
,"Michigan","26","2020","2020","Diseases of the ear and mastoid process","H60-H95",24,Not Applicable,Not Applicable
,"Michigan","26","2020","2020","Diseases of the circulatory system","I00-I99",62376,Not Applicable,Not Applicable
,"Michigan","26","2020","2020","Diseases of the respiratory system","J00-J98",33020,Not Applicable,Not Applicable
,"Michigan","26","2020","2020","Diseases of the digestive system","K00-K92",7796,Not Applicable,Not Applicable
,"Michigan","26","2020","2020","Diseases of the skin and subcutaneous tissue","L00-L98",910,Not Applicable,Not Applicable
,"Michigan","26","2020","2020","Diseases of the musculoskeletal system and connective tissue","M00-M99",1922,Not Applicable,Not Applicable
,"Michigan","26","2020","2020","Diseases of the genitourinary system","N00-N99",10830,Not Applicable,Not Applicable
,"Michigan","26","2020","2020","Pregnancy, childbirth and the puerperium","O00-O99",39,Not Applicable,Not Applicable
,"Michigan","26","2020","2020","Certain conditions originating in the perinatal period","P00-P96",437,Not Applicable,Not Applicable
,"Michigan","26","2020","2020","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",516,Not Applicable,Not Applicable
,"Michigan","26","2020","2020","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",13974,Not Applicable,Not Applicable
,"Michigan","26","2020","2020","Injury, poisoning and certain other consequences of external causes","S00-T98",9943,Not Applicable,Not Applicable
,"Michigan","26","2020","2020","Codes for special purposes","U00-U99",12286,Not Applicable,Not Applicable
,"Michigan","26","2020","2020","External causes of morbidity and mortality","V01-Y89",10746,Not Applicable,Not Applicable
,"Michigan","26","2021","2021","Certain infectious and parasitic diseases","A00-B99",9561,Not Applicable,Not Applicable
,"Michigan","26","2021","2021","Neoplasms","C00-D48",24134,Not Applicable,Not Applicable
,"Michigan","26","2021","2021","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",2814,Not Applicable,Not Applicable
,"Michigan","26","2021","2021","Endocrine, nutritional and metabolic diseases","E00-E89",20132,Not Applicable,Not Applicable
,"Michigan","26","2021","2021","Mental and behavioural disorders","F01-F99",29346,Not Applicable,Not Applicable
,"Michigan","26","2021","2021","Diseases of the nervous system","G00-G98",13051,Not Applicable,Not Applicable
,"Michigan","26","2021","2021","Diseases of the eye and adnexa","H00-H59",44,Not Applicable,Not Applicable
,"Michigan","26","2021","2021","Diseases of the ear and mastoid process","H60-H95",22,Not Applicable,Not Applicable
,"Michigan","26","2021","2021","Diseases of the circulatory system","I00-I99",62792,Not Applicable,Not Applicable
,"Michigan","26","2021","2021","Diseases of the respiratory system","J00-J98",34107,Not Applicable,Not Applicable
,"Michigan","26","2021","2021","Diseases of the digestive system","K00-K92",8332,Not Applicable,Not Applicable
,"Michigan","26","2021","2021","Diseases of the skin and subcutaneous tissue","L00-L98",990,Not Applicable,Not Applicable
,"Michigan","26","2021","2021","Diseases of the musculoskeletal system and connective tissue","M00-M99",1819,Not Applicable,Not Applicable
,"Michigan","26","2021","2021","Diseases of the genitourinary system","N00-N99",11277,Not Applicable,Not Applicable
,"Michigan","26","2021","2021","Pregnancy, childbirth and the puerperium","O00-O99",33,Not Applicable,Not Applicable
,"Michigan","26","2021","2021","Certain conditions originating in the perinatal period","P00-P96",430,Not Applicable,Not Applicable
,"Michigan","26","2021","2021","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",543,Not Applicable,Not Applicable
,"Michigan","26","2021","2021","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",14752,Not Applicable,Not Applicable
,"Michigan","26","2021","2021","Injury, poisoning and certain other consequences of external causes","S00-T98",10690,Not Applicable,Not Applicable
,"Michigan","26","2021","2021","Codes for special purposes","U00-U99",14940,Not Applicable,Not Applicable
,"Michigan","26","2021","2021","External causes of morbidity and mortality","V01-Y89",11394,Not Applicable,Not Applicable
,"Michigan","26","2022","2022","Certain infectious and parasitic diseases","A00-B99",8813,Not Applicable,Not Applicable
,"Michigan","26","2022","2022","Neoplasms","C00-D48",24172,Not Applicable,Not Applicable
,"Michigan","26","2022","2022","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",2756,Not Applicable,Not Applicable
,"Michigan","26","2022","2022","Endocrine, nutritional and metabolic diseases","E00-E89",18936,Not Applicable,Not Applicable
,"Michigan","26","2022","2022","Mental and behavioural disorders","F01-F99",28256,Not Applicable,Not Applicable
,"Michigan","26","2022","2022","Diseases of the nervous system","G00-G98",13419,Not Applicable,Not Applicable
,"Michigan","26","2022","2022","Diseases of the eye and adnexa","H00-H59",54,Not Applicable,Not Applicable
,"Michigan","26","2022","2022","Diseases of the ear and mastoid process","H60-H95",21,Not Applicable,Not Applicable
,"Michigan","26","2022","2022","Diseases of the circulatory system","I00-I99",61009,Not Applicable,Not Applicable
,"Michigan","26","2022","2022","Diseases of the respiratory system","J00-J98",29029,Not Applicable,Not Applicable
,"Michigan","26","2022","2022","Diseases of the digestive system","K00-K92",8165,Not Applicable,Not Applicable
,"Michigan","26","2022","2022","Diseases of the skin and subcutaneous tissue","L00-L98",1078,Not Applicable,Not Applicable
,"Michigan","26","2022","2022","Diseases of the musculoskeletal system and connective tissue","M00-M99",1825,Not Applicable,Not Applicable
,"Michigan","26","2022","2022","Diseases of the genitourinary system","N00-N99",10327,Not Applicable,Not Applicable
,"Michigan","26","2022","2022","Pregnancy, childbirth and the puerperium","O00-O99",36,Not Applicable,Not Applicable
,"Michigan","26","2022","2022","Certain conditions originating in the perinatal period","P00-P96",409,Not Applicable,Not Applicable
,"Michigan","26","2022","2022","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",547,Not Applicable,Not Applicable
,"Michigan","26","2022","2022","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",14602,Not Applicable,Not Applicable
,"Michigan","26","2022","2022","Injury, poisoning and certain other consequences of external causes","S00-T98",10595,Not Applicable,Not Applicable
,"Michigan","26","2022","2022","Codes for special purposes","U00-U99",8108,Not Applicable,Not Applicable
,"Michigan","26","2022","2022","External causes of morbidity and mortality","V01-Y89",11019,Not Applicable,Not Applicable
,"Michigan","26","2023","2023","Certain infectious and parasitic diseases","A00-B99",8266,Not Applicable,Not Applicable
,"Michigan","26","2023","2023","Neoplasms","C00-D48",23662,Not Applicable,Not Applicable
,"Michigan","26","2023","2023","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",2503,Not Applicable,Not Applicable
,"Michigan","26","2023","2023","Endocrine, nutritional and metabolic diseases","E00-E89",16964,Not Applicable,Not Applicable
,"Michigan","26","2023","2023","Mental and behavioural disorders","F01-F99",26769,Not Applicable,Not Applicable
,"Michigan","26","2023","2023","Diseases of the nervous system","G00-G98",12674,Not Applicable,Not Applicable
,"Michigan","26","2023","2023","Diseases of the eye and adnexa","H00-H59",45,Not Applicable,Not Applicable
,"Michigan","26","2023","2023","Diseases of the ear and mastoid process","H60-H95",21,Not Applicable,Not Applicable
,"Michigan","26","2023","2023","Diseases of the circulatory system","I00-I99",56714,Not Applicable,Not Applicable
,"Michigan","26","2023","2023","Diseases of the respiratory system","J00-J98",25488,Not Applicable,Not Applicable
,"Michigan","26","2023","2023","Diseases of the digestive system","K00-K92",7602,Not Applicable,Not Applicable
,"Michigan","26","2023","2023","Diseases of the skin and subcutaneous tissue","L00-L98",1020,Not Applicable,Not Applicable
,"Michigan","26","2023","2023","Diseases of the musculoskeletal system and connective tissue","M00-M99",1682,Not Applicable,Not Applicable
,"Michigan","26","2023","2023","Diseases of the genitourinary system","N00-N99",9470,Not Applicable,Not Applicable
,"Michigan","26","2023","2023","Pregnancy, childbirth and the puerperium","O00-O99",23,Not Applicable,Not Applicable
,"Michigan","26","2023","2023","Certain conditions originating in the perinatal period","P00-P96",361,Not Applicable,Not Applicable
,"Michigan","26","2023","2023","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",543,Not Applicable,Not Applicable
,"Michigan","26","2023","2023","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",13850,Not Applicable,Not Applicable
,"Michigan","26","2023","2023","Injury, poisoning and certain other consequences of external causes","S00-T98",9991,Not Applicable,Not Applicable
,"Michigan","26","2023","2023","Codes for special purposes","U00-U99",2623,Not Applicable,Not Applicable
,"Michigan","26","2023","2023","External causes of morbidity and mortality","V01-Y89",10304,Not Applicable,Not Applicable
,"Michigan","26","2024 (provisional)","2024","Certain infectious and parasitic diseases","A00-B99",8225,Not Applicable,Not Applicable
,"Michigan","26","2024 (provisional)","2024","Neoplasms","C00-D48",24075,Not Applicable,Not Applicable
,"Michigan","26","2024 (provisional)","2024","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",2721,Not Applicable,Not Applicable
,"Michigan","26","2024 (provisional)","2024","Endocrine, nutritional and metabolic diseases","E00-E89",17445,Not Applicable,Not Applicable
,"Michigan","26","2024 (provisional)","2024","Mental and behavioural disorders","F01-F99",25269,Not Applicable,Not Applicable
,"Michigan","26","2024 (provisional)","2024","Diseases of the nervous system","G00-G98",13433,Not Applicable,Not Applicable
,"Michigan","26","2024 (provisional)","2024","Diseases of the eye and adnexa","H00-H59",44,Not Applicable,Not Applicable
,"Michigan","26","2024 (provisional)","2024","Diseases of the ear and mastoid process","H60-H95",24,Not Applicable,Not Applicable
,"Michigan","26","2024 (provisional)","2024","Diseases of the circulatory system","I00-I99",58065,Not Applicable,Not Applicable
,"Michigan","26","2024 (provisional)","2024","Diseases of the respiratory system","J00-J98",25310,Not Applicable,Not Applicable
,"Michigan","26","2024 (provisional)","2024","Diseases of the digestive system","K00-K92",7777,Not Applicable,Not Applicable
,"Michigan","26","2024 (provisional)","2024","Diseases of the skin and subcutaneous tissue","L00-L98",1035,Not Applicable,Not Applicable
,"Michigan","26","2024 (provisional)","2024","Diseases of the musculoskeletal system and connective tissue","M00-M99",1724,Not Applicable,Not Applicable
,"Michigan","26","2024 (provisional)","2024","Diseases of the genitourinary system","N00-N99",9554,Not Applicable,Not Applicable
,"Michigan","26","2024 (provisional)","2024","Pregnancy, childbirth and the puerperium","O00-O99",20,Not Applicable,Not Applicable
,"Michigan","26","2024 (provisional)","2024","Certain conditions originating in the perinatal period","P00-P96",382,Not Applicable,Not Applicable
,"Michigan","26","2024 (provisional)","2024","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",490,Not Applicable,Not Applicable
,"Michigan","26","2024 (provisional)","2024","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",14200,Not Applicable,Not Applicable
,"Michigan","26","2024 (provisional)","2024","Injury, poisoning and certain other consequences of external causes","S00-T98",9044,Not Applicable,Not Applicable
,"Michigan","26","2024 (provisional)","2024","Codes for special purposes","U00-U99",1515,Not Applicable,Not Applicable
,"Michigan","26","2024 (provisional)","2024","External causes of morbidity and mortality","V01-Y89",9357,Not Applicable,Not Applicable
,"Michigan","26","2025 (provisional and partial)","2025","Certain infectious and parasitic diseases","A00-B99",6003,Not Applicable,Not Applicable
,"Michigan","26","2025 (provisional and partial)","2025","Neoplasms","C00-D48",17733,Not Applicable,Not Applicable
,"Michigan","26","2025 (provisional and partial)","2025","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",1937,Not Applicable,Not Applicable
,"Michigan","26","2025 (provisional and partial)","2025","Endocrine, nutritional and metabolic diseases","E00-E89",13607,Not Applicable,Not Applicable
,"Michigan","26","2025 (provisional and partial)","2025","Mental and behavioural disorders","F01-F99",18208,Not Applicable,Not Applicable
,"Michigan","26","2025 (provisional and partial)","2025","Diseases of the nervous system","G00-G98",9884,Not Applicable,Not Applicable
,"Michigan","26","2025 (provisional and partial)","2025","Diseases of the eye and adnexa","H00-H59",37,Not Applicable,Not Applicable
,"Michigan","26","2025 (provisional and partial)","2025","Diseases of the ear and mastoid process","H60-H95",18,Not Applicable,Not Applicable
,"Michigan","26","2025 (provisional and partial)","2025","Diseases of the circulatory system","I00-I99",42852,Not Applicable,Not Applicable
,"Michigan","26","2025 (provisional and partial)","2025","Diseases of the respiratory system","J00-J98",19003,Not Applicable,Not Applicable
,"Michigan","26","2025 (provisional and partial)","2025","Diseases of the digestive system","K00-K92",5571,Not Applicable,Not Applicable
,"Michigan","26","2025 (provisional and partial)","2025","Diseases of the skin and subcutaneous tissue","L00-L98",814,Not Applicable,Not Applicable
,"Michigan","26","2025 (provisional and partial)","2025","Diseases of the musculoskeletal system and connective tissue","M00-M99",1381,Not Applicable,Not Applicable
,"Michigan","26","2025 (provisional and partial)","2025","Diseases of the genitourinary system","N00-N99",7043,Not Applicable,Not Applicable
,"Michigan","26","2025 (provisional and partial)","2025","Pregnancy, childbirth and the puerperium","O00-O99",25,Not Applicable,Not Applicable
,"Michigan","26","2025 (provisional and partial)","2025","Certain conditions originating in the perinatal period","P00-P96",244,Not Applicable,Not Applicable
,"Michigan","26","2025 (provisional and partial)","2025","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",389,Not Applicable,Not Applicable
,"Michigan","26","2025 (provisional and partial)","2025","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",11200,Not Applicable,Not Applicable
,"Michigan","26","2025 (provisional and partial)","2025","Injury, poisoning and certain other consequences of external causes","S00-T98",5011,Not Applicable,Not Applicable
,"Michigan","26","2025 (provisional and partial)","2025","Codes for special purposes","U00-U99",609,Not Applicable,Not Applicable
,"Michigan","26","2025 (provisional and partial)","2025","External causes of morbidity and mortality","V01-Y89",2200,Not Applicable,Not Applicable
,"Michigan","26","2025 (provisional and partial)","2025","Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death.","999--999",3594,Not Applicable,Not Applicable
,"Minnesota","27","2018","2018","Certain infectious and parasitic diseases","A00-B99",3306,Not Applicable,Not Applicable
,"Minnesota","27","2018","2018","Neoplasms","C00-D48",12075,Not Applicable,Not Applicable
,"Minnesota","27","2018","2018","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",2041,Not Applicable,Not Applicable
,"Minnesota","27","2018","2018","Endocrine, nutritional and metabolic diseases","E00-E89",10010,Not Applicable,Not Applicable
,"Minnesota","27","2018","2018","Mental and behavioural disorders","F01-F99",15254,Not Applicable,Not Applicable
,"Minnesota","27","2018","2018","Diseases of the nervous system","G00-G98",7321,Not Applicable,Not Applicable
,"Minnesota","27","2018","2018","Diseases of the eye and adnexa","H00-H59",103,Not Applicable,Not Applicable
,"Minnesota","27","2018","2018","Diseases of the ear and mastoid process","H60-H95",37,Not Applicable,Not Applicable
,"Minnesota","27","2018","2018","Diseases of the circulatory system","I00-I99",25135,Not Applicable,Not Applicable
,"Minnesota","27","2018","2018","Diseases of the respiratory system","J00-J98",11602,Not Applicable,Not Applicable
,"Minnesota","27","2018","2018","Diseases of the digestive system","K00-K92",4346,Not Applicable,Not Applicable
,"Minnesota","27","2018","2018","Diseases of the skin and subcutaneous tissue","L00-L98",564,Not Applicable,Not Applicable
,"Minnesota","27","2018","2018","Diseases of the musculoskeletal system and connective tissue","M00-M99",1964,Not Applicable,Not Applicable
,"Minnesota","27","2018","2018","Diseases of the genitourinary system","N00-N99",5151,Not Applicable,Not Applicable
,"Minnesota","27","2018","2018","Pregnancy, childbirth and the puerperium","O00-O99",17,Not Applicable,Not Applicable
,"Minnesota","27","2018","2018","Certain conditions originating in the perinatal period","P00-P96",216,Not Applicable,Not Applicable
,"Minnesota","27","2018","2018","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",354,Not Applicable,Not Applicable
,"Minnesota","27","2018","2018","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",8522,Not Applicable,Not Applicable
,"Minnesota","27","2018","2018","Injury, poisoning and certain other consequences of external causes","S00-T98",4859,Not Applicable,Not Applicable
,"Minnesota","27","2018","2018","External causes of morbidity and mortality","V01-Y89",5356,Not Applicable,Not Applicable
,"Minnesota","27","2019","2019","Certain infectious and parasitic diseases","A00-B99",3283,Not Applicable,Not Applicable
,"Minnesota","27","2019","2019","Neoplasms","C00-D48",12284,Not Applicable,Not Applicable
,"Minnesota","27","2019","2019","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",2234,Not Applicable,Not Applicable
,"Minnesota","27","2019","2019","Endocrine, nutritional and metabolic diseases","E00-E89",10664,Not Applicable,Not Applicable
,"Minnesota","27","2019","2019","Mental and behavioural disorders","F01-F99",15746,Not Applicable,Not Applicable
,"Minnesota","27","2019","2019","Diseases of the nervous system","G00-G98",7681,Not Applicable,Not Applicable
,"Minnesota","27","2019","2019","Diseases of the eye and adnexa","H00-H59",109,Not Applicable,Not Applicable
,"Minnesota","27","2019","2019","Diseases of the ear and mastoid process","H60-H95",32,Not Applicable,Not Applicable
,"Minnesota","27","2019","2019","Diseases of the circulatory system","I00-I99",26092,Not Applicable,Not Applicable
,"Minnesota","27","2019","2019","Diseases of the respiratory system","J00-J98",11641,Not Applicable,Not Applicable
,"Minnesota","27","2019","2019","Diseases of the digestive system","K00-K92",4431,Not Applicable,Not Applicable
,"Minnesota","27","2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98",558,Not Applicable,Not Applicable
,"Minnesota","27","2019","2019","Diseases of the musculoskeletal system and connective tissue","M00-M99",1995,Not Applicable,Not Applicable
,"Minnesota","27","2019","2019","Diseases of the genitourinary system","N00-N99",5162,Not Applicable,Not Applicable
,"Minnesota","27","2019","2019","Pregnancy, childbirth and the puerperium","O00-O99",20,Not Applicable,Not Applicable
,"Minnesota","27","2019","2019","Certain conditions originating in the perinatal period","P00-P96",214,Not Applicable,Not Applicable
,"Minnesota","27","2019","2019","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",395,Not Applicable,Not Applicable
,"Minnesota","27","2019","2019","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",9040,Not Applicable,Not Applicable
,"Minnesota","27","2019","2019","Injury, poisoning and certain other consequences of external causes","S00-T98",5139,Not Applicable,Not Applicable
,"Minnesota","27","2019","2019","External causes of morbidity and mortality","V01-Y89",5871,Not Applicable,Not Applicable
,"Minnesota","27","2020","2020","Certain infectious and parasitic diseases","A00-B99",3932,Not Applicable,Not Applicable
,"Minnesota","27","2020","2020","Neoplasms","C00-D48",12764,Not Applicable,Not Applicable
