"Notes","Residence 2013 Urbanization","Residence 2013 Urbanization Code","Year","Year Code","UCD - ICD Chapter","UCD - ICD Chapter Code","Sex","Sex Code","Single Race 6","Single Race 6 Code",Deaths,Population,Crude Rate
,"Small Metro","4","2018","2018","Mental and behavioural disorders","F01-F99","Male","M","White","2106-3",5038,Not Available,Not Available
,"Small Metro","4","2018","2018","Mental and behavioural disorders","F01-F99","Male","M","More than one race","M",20,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the nervous system","G00-G98","Female","F","American Indian or Alaska Native","1002-5",45,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the nervous system","G00-G98","Female","F","Asian","A",104,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the nervous system","G00-G98","Female","F","Black or African American","2054-5",791,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the nervous system","G00-G98","Female","F","White","2106-3",13314,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the nervous system","G00-G98","Female","F","More than one race","M",25,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the nervous system","G00-G98","Male","M","American Indian or Alaska Native","1002-5",35,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the nervous system","G00-G98","Male","M","Asian","A",55,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the nervous system","G00-G98","Male","M","Black or African American","2054-5",543,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the nervous system","G00-G98","Male","M","White","2106-3",9088,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the nervous system","G00-G98","Male","M","More than one race","M",29,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the circulatory system","I00-I99","Female","F","American Indian or Alaska Native","1002-5",238,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the circulatory system","I00-I99","Female","F","Asian","A",328,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the circulatory system","I00-I99","Female","F","Black or African American","2054-5",3732,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the circulatory system","I00-I99","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI",35,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the circulatory system","I00-I99","Female","F","White","2106-3",37766,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the circulatory system","I00-I99","Female","F","More than one race","M",119,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the circulatory system","I00-I99","Male","M","American Indian or Alaska Native","1002-5",288,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the circulatory system","I00-I99","Male","M","Asian","A",318,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the circulatory system","I00-I99","Male","M","Black or African American","2054-5",4126,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the circulatory system","I00-I99","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",36,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the circulatory system","I00-I99","Male","M","White","2106-3",41501,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the circulatory system","I00-I99","Male","M","More than one race","M",177,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the respiratory system","J00-J98","Female","F","American Indian or Alaska Native","1002-5",89,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the respiratory system","J00-J98","Female","F","Asian","A",80,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the respiratory system","J00-J98","Female","F","Black or African American","2054-5",941,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the respiratory system","J00-J98","Female","F","White","2106-3",14940,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the respiratory system","J00-J98","Female","F","More than one race","M",51,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the respiratory system","J00-J98","Male","M","American Indian or Alaska Native","1002-5",88,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the respiratory system","J00-J98","Male","M","Asian","A",90,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the respiratory system","J00-J98","Male","M","Black or African American","2054-5",940,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the respiratory system","J00-J98","Male","M","White","2106-3",14620,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the respiratory system","J00-J98","Male","M","More than one race","M",67,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the digestive system","K00-K92","Female","F","American Indian or Alaska Native","1002-5",130,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the digestive system","K00-K92","Female","F","Asian","A",28,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the digestive system","K00-K92","Female","F","Black or African American","2054-5",337,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the digestive system","K00-K92","Female","F","White","2106-3",5166,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the digestive system","K00-K92","Female","F","More than one race","M",21,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the digestive system","K00-K92","Male","M","American Indian or Alaska Native","1002-5",128,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the digestive system","K00-K92","Male","M","Asian","A",42,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the digestive system","K00-K92","Male","M","Black or African American","2054-5",425,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the digestive system","K00-K92","Male","M","White","2106-3",5769,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the digestive system","K00-K92","Male","M","More than one race","M",23,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the skin and subcutaneous tissue","L00-L98","Female","F","Black or African American","2054-5",38,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the skin and subcutaneous tissue","L00-L98","Female","F","White","2106-3",283,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the skin and subcutaneous tissue","L00-L98","Male","M","Black or African American","2054-5",26,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the skin and subcutaneous tissue","L00-L98","Male","M","White","2106-3",203,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the musculoskeletal system and connective tissue","M00-M99","Female","F","American Indian or Alaska Native","1002-5",16,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the musculoskeletal system and connective tissue","M00-M99","Female","F","Black or African American","2054-5",84,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the musculoskeletal system and connective tissue","M00-M99","Female","F","White","2106-3",802,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the musculoskeletal system and connective tissue","M00-M99","Male","M","Black or African American","2054-5",54,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the musculoskeletal system and connective tissue","M00-M99","Male","M","White","2106-3",552,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the genitourinary system","N00-N98","Female","F","American Indian or Alaska Native","1002-5",37,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the genitourinary system","N00-N98","Female","F","Asian","A",31,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the genitourinary system","N00-N98","Female","F","Black or African American","2054-5",515,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the genitourinary system","N00-N98","Female","F","White","2106-3",3344,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the genitourinary system","N00-N98","Female","F","More than one race","M",10,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the genitourinary system","N00-N98","Male","M","American Indian or Alaska Native","1002-5",22,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the genitourinary system","N00-N98","Male","M","Asian","A",23,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the genitourinary system","N00-N98","Male","M","Black or African American","2054-5",462,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the genitourinary system","N00-N98","Male","M","White","2106-3",3170,Not Available,Not Available
,"Small Metro","4","2018","2018","Diseases of the genitourinary system","N00-N98","Male","M","More than one race","M",15,Not Available,Not Available
,"Small Metro","4","2018","2018","Pregnancy, childbirth and the puerperium","O00-O99","Female","F","Black or African American","2054-5",29,Not Available,Not Available
,"Small Metro","4","2018","2018","Pregnancy, childbirth and the puerperium","O00-O99","Female","F","White","2106-3",61,Not Available,Not Available
,"Small Metro","4","2018","2018","Certain conditions originating in the perinatal period","P00-P96","Female","F","Black or African American","2054-5",131,Not Available,Not Available
,"Small Metro","4","2018","2018","Certain conditions originating in the perinatal period","P00-P96","Female","F","White","2106-3",236,Not Available,Not Available
,"Small Metro","4","2018","2018","Certain conditions originating in the perinatal period","P00-P96","Female","F","More than one race","M",15,Not Available,Not Available
,"Small Metro","4","2018","2018","Certain conditions originating in the perinatal period","P00-P96","Male","M","Black or African American","2054-5",153,Not Available,Not Available
,"Small Metro","4","2018","2018","Certain conditions originating in the perinatal period","P00-P96","Male","M","White","2106-3",395,Not Available,Not Available
,"Small Metro","4","2018","2018","Certain conditions originating in the perinatal period","P00-P96","Male","M","More than one race","M",30,Not Available,Not Available
,"Small Metro","4","2018","2018","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99","Female","F","Black or African American","2054-5",59,Not Available,Not Available
,"Small Metro","4","2018","2018","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99","Female","F","White","2106-3",390,Not Available,Not Available
,"Small Metro","4","2018","2018","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99","Male","M","American Indian or Alaska Native","1002-5",10,Not Available,Not Available
,"Small Metro","4","2018","2018","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99","Male","M","Black or African American","2054-5",61,Not Available,Not Available
,"Small Metro","4","2018","2018","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99","Male","M","White","2106-3",456,Not Available,Not Available
,"Small Metro","4","2018","2018","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99","Male","M","More than one race","M",12,Not Available,Not Available
,"Small Metro","4","2018","2018","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99","Female","F","American Indian or Alaska Native","1002-5",15,Not Available,Not Available
,"Small Metro","4","2018","2018","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99","Female","F","Black or African American","2054-5",181,Not Available,Not Available
,"Small Metro","4","2018","2018","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99","Female","F","White","2106-3",1446,Not Available,Not Available
,"Small Metro","4","2018","2018","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99","Male","M","American Indian or Alaska Native","1002-5",23,Not Available,Not Available
,"Small Metro","4","2018","2018","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99","Male","M","Asian","A",11,Not Available,Not Available
,"Small Metro","4","2018","2018","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99","Male","M","Black or African American","2054-5",193,Not Available,Not Available
,"Small Metro","4","2018","2018","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99","Male","M","White","2106-3",1177,Not Available,Not Available
,"Small Metro","4","2018","2018","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99","Male","M","More than one race","M",17,Not Available,Not Available
,"Small Metro","4","2018","2018","External causes of morbidity and mortality","V01-Y89","Female","F","American Indian or Alaska Native","1002-5",128,Not Available,Not Available
,"Small Metro","4","2018","2018","External causes of morbidity and mortality","V01-Y89","Female","F","Asian","A",70,Not Available,Not Available
,"Small Metro","4","2018","2018","External causes of morbidity and mortality","V01-Y89","Female","F","Black or African American","2054-5",590,Not Available,Not Available
,"Small Metro","4","2018","2018","External causes of morbidity and mortality","V01-Y89","Female","F","White","2106-3",7138,Not Available,Not Available
,"Small Metro","4","2018","2018","External causes of morbidity and mortality","V01-Y89","Female","F","More than one race","M",82,Not Available,Not Available
,"Small Metro","4","2018","2018","External causes of morbidity and mortality","V01-Y89","Male","M","American Indian or Alaska Native","1002-5",319,Not Available,Not Available
,"Small Metro","4","2018","2018","External causes of morbidity and mortality","V01-Y89","Male","M","Asian","A",128,Not Available,Not Available
,"Small Metro","4","2018","2018","External causes of morbidity and mortality","V01-Y89","Male","M","Black or African American","2054-5",1745,Not Available,Not Available
,"Small Metro","4","2018","2018","External causes of morbidity and mortality","V01-Y89","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",24,Not Available,Not Available
,"Small Metro","4","2018","2018","External causes of morbidity and mortality","V01-Y89","Male","M","White","2106-3",14127,Not Available,Not Available
,"Small Metro","4","2018","2018","External causes of morbidity and mortality","V01-Y89","Male","M","More than one race","M",175,Not Available,Not Available
,"Small Metro","4","2019","2019","Certain infectious and parasitic diseases","A00-B99","Female","F","American Indian or Alaska Native","1002-5",30,Not Available,Not Available
,"Small Metro","4","2019","2019","Certain infectious and parasitic diseases","A00-B99","Female","F","Asian","A",26,Not Available,Not Available
,"Small Metro","4","2019","2019","Certain infectious and parasitic diseases","A00-B99","Female","F","Black or African American","2054-5",407,Not Available,Not Available
,"Small Metro","4","2019","2019","Certain infectious and parasitic diseases","A00-B99","Female","F","White","2106-3",2787,Not Available,Not Available
,"Small Metro","4","2019","2019","Certain infectious and parasitic diseases","A00-B99","Female","F","More than one race","M",18,Not Available,Not Available
,"Small Metro","4","2019","2019","Certain infectious and parasitic diseases","A00-B99","Male","M","American Indian or Alaska Native","1002-5",38,Not Available,Not Available
,"Small Metro","4","2019","2019","Certain infectious and parasitic diseases","A00-B99","Male","M","Asian","A",28,Not Available,Not Available
,"Small Metro","4","2019","2019","Certain infectious and parasitic diseases","A00-B99","Male","M","Black or African American","2054-5",428,Not Available,Not Available
,"Small Metro","4","2019","2019","Certain infectious and parasitic diseases","A00-B99","Male","M","White","2106-3",2875,Not Available,Not Available
,"Small Metro","4","2019","2019","Certain infectious and parasitic diseases","A00-B99","Male","M","More than one race","M",15,Not Available,Not Available
,"Small Metro","4","2019","2019","Neoplasms","C00-D48","Female","F","American Indian or Alaska Native","1002-5",195,Not Available,Not Available
,"Small Metro","4","2019","2019","Neoplasms","C00-D48","Female","F","Asian","A",306,Not Available,Not Available
,"Small Metro","4","2019","2019","Neoplasms","C00-D48","Female","F","Black or African American","2054-5",2355,Not Available,Not Available
,"Small Metro","4","2019","2019","Neoplasms","C00-D48","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI",24,Not Available,Not Available
,"Small Metro","4","2019","2019","Neoplasms","C00-D48","Female","F","White","2106-3",25966,Not Available,Not Available
,"Small Metro","4","2019","2019","Neoplasms","C00-D48","Female","F","More than one race","M",126,Not Available,Not Available
,"Small Metro","4","2019","2019","Neoplasms","C00-D48","Male","M","American Indian or Alaska Native","1002-5",181,Not Available,Not Available
,"Small Metro","4","2019","2019","Neoplasms","C00-D48","Male","M","Asian","A",239,Not Available,Not Available
,"Small Metro","4","2019","2019","Neoplasms","C00-D48","Male","M","Black or African American","2054-5",2706,Not Available,Not Available
,"Small Metro","4","2019","2019","Neoplasms","C00-D48","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",37,Not Available,Not Available
,"Small Metro","4","2019","2019","Neoplasms","C00-D48","Male","M","White","2106-3",30555,Not Available,Not Available
,"Small Metro","4","2019","2019","Neoplasms","C00-D48","Male","M","More than one race","M",130,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89","Female","F","Black or African American","2054-5",98,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89","Female","F","White","2106-3",487,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89","Male","M","Black or African American","2054-5",71,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89","Male","M","White","2106-3",432,Not Available,Not Available
,"Small Metro","4","2019","2019","Endocrine, nutritional and metabolic diseases","E00-E88","Female","F","American Indian or Alaska Native","1002-5",91,Not Available,Not Available
,"Small Metro","4","2019","2019","Endocrine, nutritional and metabolic diseases","E00-E88","Female","F","Asian","A",64,Not Available,Not Available
,"Small Metro","4","2019","2019","Endocrine, nutritional and metabolic diseases","E00-E88","Female","F","Black or African American","2054-5",867,Not Available,Not Available
,"Small Metro","4","2019","2019","Endocrine, nutritional and metabolic diseases","E00-E88","Female","F","White","2106-3",5753,Not Available,Not Available
,"Small Metro","4","2019","2019","Endocrine, nutritional and metabolic diseases","E00-E88","Female","F","More than one race","M",37,Not Available,Not Available
,"Small Metro","4","2019","2019","Endocrine, nutritional and metabolic diseases","E00-E88","Male","M","American Indian or Alaska Native","1002-5",109,Not Available,Not Available
,"Small Metro","4","2019","2019","Endocrine, nutritional and metabolic diseases","E00-E88","Male","M","Asian","A",54,Not Available,Not Available
,"Small Metro","4","2019","2019","Endocrine, nutritional and metabolic diseases","E00-E88","Male","M","Black or African American","2054-5",845,Not Available,Not Available
,"Small Metro","4","2019","2019","Endocrine, nutritional and metabolic diseases","E00-E88","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",15,Not Available,Not Available
,"Small Metro","4","2019","2019","Endocrine, nutritional and metabolic diseases","E00-E88","Male","M","White","2106-3",6970,Not Available,Not Available
,"Small Metro","4","2019","2019","Endocrine, nutritional and metabolic diseases","E00-E88","Male","M","More than one race","M",37,Not Available,Not Available
,"Small Metro","4","2019","2019","Mental and behavioural disorders","F01-F99","Female","F","American Indian or Alaska Native","1002-5",57,Not Available,Not Available
,"Small Metro","4","2019","2019","Mental and behavioural disorders","F01-F99","Female","F","Asian","A",67,Not Available,Not Available
,"Small Metro","4","2019","2019","Mental and behavioural disorders","F01-F99","Female","F","Black or African American","2054-5",431,Not Available,Not Available
,"Small Metro","4","2019","2019","Mental and behavioural disorders","F01-F99","Female","F","White","2106-3",8134,Not Available,Not Available
,"Small Metro","4","2019","2019","Mental and behavioural disorders","F01-F99","Female","F","More than one race","M",23,Not Available,Not Available
,"Small Metro","4","2019","2019","Mental and behavioural disorders","F01-F99","Male","M","American Indian or Alaska Native","1002-5",53,Not Available,Not Available
,"Small Metro","4","2019","2019","Mental and behavioural disorders","F01-F99","Male","M","Asian","A",23,Not Available,Not Available
,"Small Metro","4","2019","2019","Mental and behavioural disorders","F01-F99","Male","M","Black or African American","2054-5",331,Not Available,Not Available
,"Small Metro","4","2019","2019","Mental and behavioural disorders","F01-F99","Male","M","White","2106-3",5146,Not Available,Not Available
,"Small Metro","4","2019","2019","Mental and behavioural disorders","F01-F99","Male","M","More than one race","M",20,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the nervous system","G00-G98","Female","F","American Indian or Alaska Native","1002-5",56,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the nervous system","G00-G98","Female","F","Asian","A",109,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the nervous system","G00-G98","Female","F","Black or African American","2054-5",836,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the nervous system","G00-G98","Female","F","White","2106-3",13613,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the nervous system","G00-G98","Female","F","More than one race","M",37,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the nervous system","G00-G98","Male","M","American Indian or Alaska Native","1002-5",42,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the nervous system","G00-G98","Male","M","Asian","A",59,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the nervous system","G00-G98","Male","M","Black or African American","2054-5",578,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the nervous system","G00-G98","Male","M","White","2106-3",9425,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the nervous system","G00-G98","Male","M","More than one race","M",29,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the circulatory system","I00-I99","Female","F","American Indian or Alaska Native","1002-5",226,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the circulatory system","I00-I99","Female","F","Asian","A",388,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the circulatory system","I00-I99","Female","F","Black or African American","2054-5",3700,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the circulatory system","I00-I99","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI",39,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the circulatory system","I00-I99","Female","F","White","2106-3",38131,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the circulatory system","I00-I99","Female","F","More than one race","M",132,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the circulatory system","I00-I99","Male","M","American Indian or Alaska Native","1002-5",270,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the circulatory system","I00-I99","Male","M","Asian","A",372,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the circulatory system","I00-I99","Male","M","Black or African American","2054-5",4190,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the circulatory system","I00-I99","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",44,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the circulatory system","I00-I99","Male","M","White","2106-3",41577,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the circulatory system","I00-I99","Male","M","More than one race","M",174,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the respiratory system","J00-J98","Female","F","American Indian or Alaska Native","1002-5",103,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the respiratory system","J00-J98","Female","F","Asian","A",94,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the respiratory system","J00-J98","Female","F","Black or African American","2054-5",804,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the respiratory system","J00-J98","Female","F","White","2106-3",14319,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the respiratory system","J00-J98","Female","F","More than one race","M",54,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the respiratory system","J00-J98","Male","M","American Indian or Alaska Native","1002-5",111,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the respiratory system","J00-J98","Male","M","Asian","A",66,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the respiratory system","J00-J98","Male","M","Black or African American","2054-5",908,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the respiratory system","J00-J98","Male","M","White","2106-3",14072,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the respiratory system","J00-J98","Male","M","More than one race","M",56,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the digestive system","K00-K92","Female","F","American Indian or Alaska Native","1002-5",129,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the digestive system","K00-K92","Female","F","Asian","A",41,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the digestive system","K00-K92","Female","F","Black or African American","2054-5",345,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the digestive system","K00-K92","Female","F","White","2106-3",5308,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the digestive system","K00-K92","Female","F","More than one race","M",24,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the digestive system","K00-K92","Male","M","American Indian or Alaska Native","1002-5",125,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the digestive system","K00-K92","Male","M","Asian","A",38,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the digestive system","K00-K92","Male","M","Black or African American","2054-5",432,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the digestive system","K00-K92","Male","M","White","2106-3",5965,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the digestive system","K00-K92","Male","M","More than one race","M",27,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Female","F","Black or African American","2054-5",24,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Female","F","White","2106-3",274,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Male","M","Black or African American","2054-5",20,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Male","M","White","2106-3",216,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the musculoskeletal system and connective tissue","M00-M99","Female","F","American Indian or Alaska Native","1002-5",13,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the musculoskeletal system and connective tissue","M00-M99","Female","F","Black or African American","2054-5",101,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the musculoskeletal system and connective tissue","M00-M99","Female","F","White","2106-3",776,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the musculoskeletal system and connective tissue","M00-M99","Male","M","Black or African American","2054-5",59,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the musculoskeletal system and connective tissue","M00-M99","Male","M","White","2106-3",560,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the genitourinary system","N00-N98","Female","F","American Indian or Alaska Native","1002-5",36,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the genitourinary system","N00-N98","Female","F","Asian","A",45,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the genitourinary system","N00-N98","Female","F","Black or African American","2054-5",516,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the genitourinary system","N00-N98","Female","F","White","2106-3",3228,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the genitourinary system","N00-N98","Male","M","American Indian or Alaska Native","1002-5",28,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the genitourinary system","N00-N98","Male","M","Asian","A",24,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the genitourinary system","N00-N98","Male","M","Black or African American","2054-5",430,Not Available,Not Available
,"Small Metro","4","2019","2019","Diseases of the genitourinary system","N00-N98","Male","M","White","2106-3",3222,Not Available,Not Available
,"Small Metro","4","2019","2019","Pregnancy, childbirth and the puerperium","O00-O99","Female","F","Black or African American","2054-5",27,Not Available,Not Available
,"Small Metro","4","2019","2019","Pregnancy, childbirth and the puerperium","O00-O99","Female","F","White","2106-3",62,Not Available,Not Available
,"Small Metro","4","2019","2019","Certain conditions originating in the perinatal period","P00-P96","Female","F","Black or African American","2054-5",122,Not Available,Not Available
,"Small Metro","4","2019","2019","Certain conditions originating in the perinatal period","P00-P96","Female","F","White","2106-3",255,Not Available,Not Available
,"Small Metro","4","2019","2019","Certain conditions originating in the perinatal period","P00-P96","Female","F","More than one race","M",21,Not Available,Not Available
,"Small Metro","4","2019","2019","Certain conditions originating in the perinatal period","P00-P96","Male","M","Asian","A",11,Not Available,Not Available
,"Small Metro","4","2019","2019","Certain conditions originating in the perinatal period","P00-P96","Male","M","Black or African American","2054-5",132,Not Available,Not Available
,"Small Metro","4","2019","2019","Certain conditions originating in the perinatal period","P00-P96","Male","M","White","2106-3",353,Not Available,Not Available
,"Small Metro","4","2019","2019","Certain conditions originating in the perinatal period","P00-P96","Male","M","More than one race","M",22,Not Available,Not Available
,"Small Metro","4","2019","2019","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99","Female","F","Asian","A",10,Not Available,Not Available
,"Small Metro","4","2019","2019","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99","Female","F","Black or African American","2054-5",60,Not Available,Not Available
,"Small Metro","4","2019","2019","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99","Female","F","White","2106-3",369,Not Available,Not Available
,"Small Metro","4","2019","2019","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99","Female","F","More than one race","M",10,Not Available,Not Available
