"Notes","Residence State","Residence State Code","Year","Year Code","MCD - ICD Chapter","MCD - ICD Chapter Code",Deaths,Population,Crude Rate
,"New York","36","2018","2018","Diseases of the eye and adnexa","H00-H59",192,19542209,1.0
,"New York","36","2018","2018","Diseases of the ear and mastoid process","H60-H95",23,19542209,0.1
,"New York","36","2018","2018","Diseases of the circulatory system","I00-I99",98125,19542209,502.1
,"New York","36","2018","2018","Diseases of the respiratory system","J00-J98",39543,19542209,202.3
,"New York","36","2018","2018","Diseases of the digestive system","K00-K92",10686,19542209,54.7
,"New York","36","2018","2018","Diseases of the skin and subcutaneous tissue","L00-L98",1365,19542209,7.0
,"New York","36","2018","2018","Diseases of the musculoskeletal system and connective tissue","M00-M99",2619,19542209,13.4
,"New York","36","2018","2018","Diseases of the genitourinary system","N00-N99",12246,19542209,62.7
,"New York","36","2018","2018","Pregnancy, childbirth and the puerperium","O00-O99",96,19542209,0.5
,"New York","36","2018","2018","Certain conditions originating in the perinatal period","P00-P96",688,19542209,3.5
,"New York","36","2018","2018","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",765,19542209,3.9
,"New York","36","2018","2018","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",26744,19542209,136.9
,"New York","36","2018","2018","Injury, poisoning and certain other consequences of external causes","S00-T98",12423,19542209,63.6
,"New York","36","2018","2018","External causes of morbidity and mortality","V01-Y89",13368,19542209,68.4
,"New York","36","2019","2019","Certain infectious and parasitic diseases","A00-B99",13732,19453561,70.6
,"New York","36","2019","2019","Neoplasms","C00-D48",38897,19453561,199.9
,"New York","36","2019","2019","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",3885,19453561,20.0
,"New York","36","2019","2019","Endocrine, nutritional and metabolic diseases","E00-E89",24865,19453561,127.8
,"New York","36","2019","2019","Mental and behavioural disorders","F01-F99",36742,19453561,188.9
,"New York","36","2019","2019","Diseases of the nervous system","G00-G98",13648,19453561,70.2
,"New York","36","2019","2019","Diseases of the eye and adnexa","H00-H59",171,19453561,0.9
,"New York","36","2019","2019","Diseases of the ear and mastoid process","H60-H95",36,19453561,0.2
,"New York","36","2019","2019","Diseases of the circulatory system","I00-I99",96965,19453561,498.4
,"New York","36","2019","2019","Diseases of the respiratory system","J00-J98",39211,19453561,201.6
,"New York","36","2019","2019","Diseases of the digestive system","K00-K92",10871,19453561,55.9
,"New York","36","2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98",1352,19453561,6.9
,"New York","36","2019","2019","Diseases of the musculoskeletal system and connective tissue","M00-M99",2798,19453561,14.4
,"New York","36","2019","2019","Diseases of the genitourinary system","N00-N99",12384,19453561,63.7
,"New York","36","2019","2019","Pregnancy, childbirth and the puerperium","O00-O99",117,19453561,0.6
,"New York","36","2019","2019","Certain conditions originating in the perinatal period","P00-P96",640,19453561,3.3
,"New York","36","2019","2019","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",732,19453561,3.8
,"New York","36","2019","2019","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",27971,19453561,143.8
,"New York","36","2019","2019","Injury, poisoning and certain other consequences of external causes","S00-T98",12271,19453561,63.1
,"New York","36","2019","2019","External causes of morbidity and mortality","V01-Y89",13689,19453561,70.4
,"New York","36","2020","2020","Certain infectious and parasitic diseases","A00-B99",16813,19336776,86.9
,"New York","36","2020","2020","Neoplasms","C00-D48",39976,19336776,206.7
,"New York","36","2020","2020","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",5014,19336776,25.9
,"New York","36","2020","2020","Endocrine, nutritional and metabolic diseases","E00-E89",36442,19336776,188.5
,"New York","36","2020","2020","Mental and behavioural disorders","F01-F99",42643,19336776,220.5
,"New York","36","2020","2020","Diseases of the nervous system","G00-G98",17126,19336776,88.6
,"New York","36","2020","2020","Diseases of the eye and adnexa","H00-H59",333,19336776,1.7
,"New York","36","2020","2020","Diseases of the ear and mastoid process","H60-H95",46,19336776,0.2
,"New York","36","2020","2020","Diseases of the circulatory system","I00-I99",121262,19336776,627.1
,"New York","36","2020","2020","Diseases of the respiratory system","J00-J98",66940,19336776,346.2
,"New York","36","2020","2020","Diseases of the digestive system","K00-K92",12120,19336776,62.7
,"New York","36","2020","2020","Diseases of the skin and subcutaneous tissue","L00-L98",1707,19336776,8.8
,"New York","36","2020","2020","Diseases of the musculoskeletal system and connective tissue","M00-M99",3710,19336776,19.2
,"New York","36","2020","2020","Diseases of the genitourinary system","N00-N99",15660,19336776,81.0
,"New York","36","2020","2020","Pregnancy, childbirth and the puerperium","O00-O99",71,19336776,0.4
,"New York","36","2020","2020","Certain conditions originating in the perinatal period","P00-P96",579,19336776,3.0
,"New York","36","2020","2020","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",743,19336776,3.8
,"New York","36","2020","2020","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",34738,19336776,179.6
,"New York","36","2020","2020","Injury, poisoning and certain other consequences of external causes","S00-T98",14202,19336776,73.4
,"New York","36","2020","2020","Codes for special purposes","U00-U99",38741,19336776,200.3
,"New York","36","2020","2020","External causes of morbidity and mortality","V01-Y89",15706,19336776,81.2
,"New York","36","2021","2021","Certain infectious and parasitic diseases","A00-B99",17427,19835913,87.9
,"New York","36","2021","2021","Neoplasms","C00-D48",39591,19835913,199.6
,"New York","36","2021","2021","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",5047,19835913,25.4
,"New York","36","2021","2021","Endocrine, nutritional and metabolic diseases","E00-E89",33209,19835913,167.4
,"New York","36","2021","2021","Mental and behavioural disorders","F01-F99",39306,19835913,198.2
,"New York","36","2021","2021","Diseases of the nervous system","G00-G98",16144,19835913,81.4
,"New York","36","2021","2021","Diseases of the eye and adnexa","H00-H59",303,19835913,1.5
,"New York","36","2021","2021","Diseases of the ear and mastoid process","H60-H95",62,19835913,0.3
,"New York","36","2021","2021","Diseases of the circulatory system","I00-I99",107930,19835913,544.1
,"New York","36","2021","2021","Diseases of the respiratory system","J00-J98",53176,19835913,268.1
,"New York","36","2021","2021","Diseases of the digestive system","K00-K92",12885,19835913,65.0
,"New York","36","2021","2021","Diseases of the skin and subcutaneous tissue","L00-L98",1819,19835913,9.2
,"New York","36","2021","2021","Diseases of the musculoskeletal system and connective tissue","M00-M99",3775,19835913,19.0
,"New York","36","2021","2021","Diseases of the genitourinary system","N00-N99",15164,19835913,76.4
,"New York","36","2021","2021","Pregnancy, childbirth and the puerperium","O00-O99",89,19835913,0.4
,"New York","36","2021","2021","Certain conditions originating in the perinatal period","P00-P96",589,19835913,3.0
,"New York","36","2021","2021","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",759,19835913,3.8
,"New York","36","2021","2021","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",34841,19835913,175.6
,"New York","36","2021","2021","Injury, poisoning and certain other consequences of external causes","S00-T98",15671,19835913,79.0
,"New York","36","2021","2021","Codes for special purposes","U00-U99",24258,19835913,122.3
,"New York","36","2021","2021","External causes of morbidity and mortality","V01-Y89",17421,19835913,87.8
,"New York","36","2022","2022","Certain infectious and parasitic diseases","A00-B99",16970,19677151,86.2
,"New York","36","2022","2022","Neoplasms","C00-D48",39714,19677151,201.8
,"New York","36","2022","2022","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",5506,19677151,28.0
,"New York","36","2022","2022","Endocrine, nutritional and metabolic diseases","E00-E89",32970,19677151,167.6
,"New York","36","2022","2022","Mental and behavioural disorders","F01-F99",40431,19677151,205.5
,"New York","36","2022","2022","Diseases of the nervous system","G00-G98",16034,19677151,81.5
,"New York","36","2022","2022","Diseases of the eye and adnexa","H00-H59",302,19677151,1.5
,"New York","36","2022","2022","Diseases of the ear and mastoid process","H60-H95",61,19677151,0.3
,"New York","36","2022","2022","Diseases of the circulatory system","I00-I99",106483,19677151,541.2
,"New York","36","2022","2022","Diseases of the respiratory system","J00-J98",47679,19677151,242.3
,"New York","36","2022","2022","Diseases of the digestive system","K00-K92",13020,19677151,66.2
,"New York","36","2022","2022","Diseases of the skin and subcutaneous tissue","L00-L98",2105,19677151,10.7
,"New York","36","2022","2022","Diseases of the musculoskeletal system and connective tissue","M00-M99",3686,19677151,18.7
,"New York","36","2022","2022","Diseases of the genitourinary system","N00-N99",14604,19677151,74.2
,"New York","36","2022","2022","Pregnancy, childbirth and the puerperium","O00-O99",77,19677151,0.4
,"New York","36","2022","2022","Certain conditions originating in the perinatal period","P00-P96",596,19677151,3.0
,"New York","36","2022","2022","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",836,19677151,4.2
,"New York","36","2022","2022","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",34374,19677151,174.7
,"New York","36","2022","2022","Injury, poisoning and certain other consequences of external causes","S00-T98",16719,19677151,85.0
,"New York","36","2022","2022","Codes for special purposes","U00-U99",15071,19677151,76.6
,"New York","36","2022","2022","External causes of morbidity and mortality","V01-Y89",17849,19677151,90.7
,"New York","36","2023","2023","Certain infectious and parasitic diseases","A00-B99",15967,19571216,81.6
,"New York","36","2023","2023","Neoplasms","C00-D48",38800,19571216,198.3
,"New York","36","2023","2023","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",5159,19571216,26.4
,"New York","36","2023","2023","Endocrine, nutritional and metabolic diseases","E00-E89",30454,19571216,155.6
,"New York","36","2023","2023","Mental and behavioural disorders","F01-F99",37804,19571216,193.2
,"New York","36","2023","2023","Diseases of the nervous system","G00-G98",15217,19571216,77.8
,"New York","36","2023","2023","Diseases of the eye and adnexa","H00-H59",344,19571216,1.8
,"New York","36","2023","2023","Diseases of the ear and mastoid process","H60-H95",79,19571216,0.4
,"New York","36","2023","2023","Diseases of the circulatory system","I00-I99",99486,19571216,508.3
,"New York","36","2023","2023","Diseases of the respiratory system","J00-J98",42007,19571216,214.6
,"New York","36","2023","2023","Diseases of the digestive system","K00-K92",12607,19571216,64.4
,"New York","36","2023","2023","Diseases of the skin and subcutaneous tissue","L00-L98",2034,19571216,10.4
,"New York","36","2023","2023","Diseases of the musculoskeletal system and connective tissue","M00-M99",3655,19571216,18.7
,"New York","36","2023","2023","Diseases of the genitourinary system","N00-N99",13641,19571216,69.7
,"New York","36","2023","2023","Pregnancy, childbirth and the puerperium","O00-O99",55,19571216,0.3
,"New York","36","2023","2023","Certain conditions originating in the perinatal period","P00-P96",570,19571216,2.9
,"New York","36","2023","2023","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",812,19571216,4.1
,"New York","36","2023","2023","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",33203,19571216,169.7
,"New York","36","2023","2023","Injury, poisoning and certain other consequences of external causes","S00-T98",16108,19571216,82.3
,"New York","36","2023","2023","Codes for special purposes","U00-U99",4759,19571216,24.3
,"New York","36","2023","2023","External causes of morbidity and mortality","V01-Y89",16703,19571216,85.3
,"New York","36","2024 (provisional)","2024","Certain infectious and parasitic diseases","A00-B99",16003,19571216,81.8
,"New York","36","2024 (provisional)","2024","Neoplasms","C00-D48",39082,19571216,199.7
,"New York","36","2024 (provisional)","2024","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",5192,19571216,26.5
,"New York","36","2024 (provisional)","2024","Endocrine, nutritional and metabolic diseases","E00-E89",30737,19571216,157.1
,"New York","36","2024 (provisional)","2024","Mental and behavioural disorders","F01-F99",35374,19571216,180.7
,"New York","36","2024 (provisional)","2024","Diseases of the nervous system","G00-G98",15688,19571216,80.2
,"New York","36","2024 (provisional)","2024","Diseases of the eye and adnexa","H00-H59",341,19571216,1.7
,"New York","36","2024 (provisional)","2024","Diseases of the ear and mastoid process","H60-H95",73,19571216,0.4
,"New York","36","2024 (provisional)","2024","Diseases of the circulatory system","I00-I99",98513,19571216,503.4
,"New York","36","2024 (provisional)","2024","Diseases of the respiratory system","J00-J98",41598,19571216,212.5
,"New York","36","2024 (provisional)","2024","Diseases of the digestive system","K00-K92",12635,19571216,64.6
,"New York","36","2024 (provisional)","2024","Diseases of the skin and subcutaneous tissue","L00-L98",2076,19571216,10.6
,"New York","36","2024 (provisional)","2024","Diseases of the musculoskeletal system and connective tissue","M00-M99",3629,19571216,18.5
,"New York","36","2024 (provisional)","2024","Diseases of the genitourinary system","N00-N99",13752,19571216,70.3
,"New York","36","2024 (provisional)","2024","Pregnancy, childbirth and the puerperium","O00-O99",65,19571216,0.3
,"New York","36","2024 (provisional)","2024","Certain conditions originating in the perinatal period","P00-P96",542,19571216,2.8
,"New York","36","2024 (provisional)","2024","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",779,19571216,4.0
,"New York","36","2024 (provisional)","2024","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",33668,19571216,172.0
,"New York","36","2024 (provisional)","2024","Injury, poisoning and certain other consequences of external causes","S00-T98",14411,19571216,73.6
,"New York","36","2024 (provisional)","2024","Codes for special purposes","U00-U99",2872,19571216,14.7
,"New York","36","2024 (provisional)","2024","External causes of morbidity and mortality","V01-Y89",15050,19571216,76.9
,"New York","36","2025 (provisional and partial)","2025","Certain infectious and parasitic diseases","A00-B99",11576,19571216,59.1
,"New York","36","2025 (provisional and partial)","2025","Neoplasms","C00-D48",28084,19571216,143.5
,"New York","36","2025 (provisional and partial)","2025","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",3759,19571216,19.2
,"New York","36","2025 (provisional and partial)","2025","Endocrine, nutritional and metabolic diseases","E00-E89",22102,19571216,112.9
,"New York","36","2025 (provisional and partial)","2025","Mental and behavioural disorders","F01-F99",24143,19571216,123.4
,"New York","36","2025 (provisional and partial)","2025","Diseases of the nervous system","G00-G98",11523,19571216,58.9
,"New York","36","2025 (provisional and partial)","2025","Diseases of the eye and adnexa","H00-H59",233,19571216,1.2
,"New York","36","2025 (provisional and partial)","2025","Diseases of the ear and mastoid process","H60-H95",50,19571216,0.3
,"New York","36","2025 (provisional and partial)","2025","Diseases of the circulatory system","I00-I99",69991,19571216,357.6
,"New York","36","2025 (provisional and partial)","2025","Diseases of the respiratory system","J00-J98",30547,19571216,156.1
,"New York","36","2025 (provisional and partial)","2025","Diseases of the digestive system","K00-K92",8934,19571216,45.6
,"New York","36","2025 (provisional and partial)","2025","Diseases of the skin and subcutaneous tissue","L00-L98",1470,19571216,7.5
,"New York","36","2025 (provisional and partial)","2025","Diseases of the musculoskeletal system and connective tissue","M00-M99",2665,19571216,13.6
,"New York","36","2025 (provisional and partial)","2025","Diseases of the genitourinary system","N00-N99",9938,19571216,50.8
,"New York","36","2025 (provisional and partial)","2025","Pregnancy, childbirth and the puerperium","O00-O99",37,19571216,0.2
,"New York","36","2025 (provisional and partial)","2025","Certain conditions originating in the perinatal period","P00-P96",389,19571216,2.0
,"New York","36","2025 (provisional and partial)","2025","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",592,19571216,3.0
,"New York","36","2025 (provisional and partial)","2025","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",26453,19571216,135.2
,"New York","36","2025 (provisional and partial)","2025","Injury, poisoning and certain other consequences of external causes","S00-T98",7259,19571216,37.1
,"New York","36","2025 (provisional and partial)","2025","Codes for special purposes","U00-U99",1095,19571216,5.6
,"New York","36","2025 (provisional and partial)","2025","External causes of morbidity and mortality","V01-Y89",3417,19571216,17.5
,"New York","36","2025 (provisional and partial)","2025","Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death.","999--999",5310,19571216,27.1
,"North Carolina","37","2018","2018","Certain infectious and parasitic diseases","A00-B99",8733,10383620,84.1
,"North Carolina","37","2018","2018","Neoplasms","C00-D48",22052,10383620,212.4
,"North Carolina","37","2018","2018","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",2602,10383620,25.1
,"North Carolina","37","2018","2018","Endocrine, nutritional and metabolic diseases","E00-E89",14993,10383620,144.4
,"North Carolina","37","2018","2018","Mental and behavioural disorders","F01-F99",24533,10383620,236.3
,"North Carolina","37","2018","2018","Diseases of the nervous system","G00-G98",11678,10383620,112.5
,"North Carolina","37","2018","2018","Diseases of the eye and adnexa","H00-H59",46,10383620,0.4
,"North Carolina","37","2018","2018","Diseases of the ear and mastoid process","H60-H95",22,10383620,0.2
,"North Carolina","37","2018","2018","Diseases of the circulatory system","I00-I99",47096,10383620,453.6
,"North Carolina","37","2018","2018","Diseases of the respiratory system","J00-J98",24100,10383620,232.1
,"North Carolina","37","2018","2018","Diseases of the digestive system","K00-K92",7044,10383620,67.8
,"North Carolina","37","2018","2018","Diseases of the skin and subcutaneous tissue","L00-L98",804,10383620,7.7
,"North Carolina","37","2018","2018","Diseases of the musculoskeletal system and connective tissue","M00-M99",1674,10383620,16.1
,"North Carolina","37","2018","2018","Diseases of the genitourinary system","N00-N99",9277,10383620,89.3
,"North Carolina","37","2018","2018","Pregnancy, childbirth and the puerperium","O00-O99",55,10383620,0.5
,"North Carolina","37","2018","2018","Certain conditions originating in the perinatal period","P00-P96",503,10383620,4.8
,"North Carolina","37","2018","2018","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",427,10383620,4.1
,"North Carolina","37","2018","2018","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",14496,10383620,139.6
,"North Carolina","37","2018","2018","Injury, poisoning and certain other consequences of external causes","S00-T98",9476,10383620,91.3
,"North Carolina","37","2018","2018","External causes of morbidity and mortality","V01-Y89",10108,10383620,97.3
,"North Carolina","37","2019","2019","Certain infectious and parasitic diseases","A00-B99",8312,10488084,79.3
,"North Carolina","37","2019","2019","Neoplasms","C00-D48",22392,10488084,213.5
,"North Carolina","37","2019","2019","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",2617,10488084,25.0
,"North Carolina","37","2019","2019","Endocrine, nutritional and metabolic diseases","E00-E89",15591,10488084,148.7
,"North Carolina","37","2019","2019","Mental and behavioural disorders","F01-F99",25007,10488084,238.4
,"North Carolina","37","2019","2019","Diseases of the nervous system","G00-G98",11943,10488084,113.9
,"North Carolina","37","2019","2019","Diseases of the eye and adnexa","H00-H59",38,10488084,0.4
,"North Carolina","37","2019","2019","Diseases of the ear and mastoid process","H60-H95",17,10488084,Unreliable
,"North Carolina","37","2019","2019","Diseases of the circulatory system","I00-I99",48247,10488084,460.0
,"North Carolina","37","2019","2019","Diseases of the respiratory system","J00-J98",24009,10488084,228.9
,"North Carolina","37","2019","2019","Diseases of the digestive system","K00-K92",7260,10488084,69.2
,"North Carolina","37","2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98",834,10488084,8.0
,"North Carolina","37","2019","2019","Diseases of the musculoskeletal system and connective tissue","M00-M99",1643,10488084,15.7
,"North Carolina","37","2019","2019","Diseases of the genitourinary system","N00-N99",9828,10488084,93.7
,"North Carolina","37","2019","2019","Pregnancy, childbirth and the puerperium","O00-O99",77,10488084,0.7
,"North Carolina","37","2019","2019","Certain conditions originating in the perinatal period","P00-P96",541,10488084,5.2
,"North Carolina","37","2019","2019","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",462,10488084,4.4
,"North Carolina","37","2019","2019","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",15081,10488084,143.8
,"North Carolina","37","2019","2019","Injury, poisoning and certain other consequences of external causes","S00-T98",9474,10488084,90.3
,"North Carolina","37","2019","2019","External causes of morbidity and mortality","V01-Y89",10284,10488084,98.1
,"North Carolina","37","2020","2020","Certain infectious and parasitic diseases","A00-B99",9952,10600823,93.9
,"North Carolina","37","2020","2020","Neoplasms","C00-D48",22922,10600823,216.2
,"North Carolina","37","2020","2020","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",2988,10600823,28.2
,"North Carolina","37","2020","2020","Endocrine, nutritional and metabolic diseases","E00-E89",19026,10600823,179.5
,"North Carolina","37","2020","2020","Mental and behavioural disorders","F01-F99",28161,10600823,265.6
,"North Carolina","37","2020","2020","Diseases of the nervous system","G00-G98",13429,10600823,126.7
,"North Carolina","37","2020","2020","Diseases of the eye and adnexa","H00-H59",56,10600823,0.5
,"North Carolina","37","2020","2020","Diseases of the ear and mastoid process","H60-H95",16,10600823,Unreliable
,"North Carolina","37","2020","2020","Diseases of the circulatory system","I00-I99",54053,10600823,509.9
,"North Carolina","37","2020","2020","Diseases of the respiratory system","J00-J98",30189,10600823,284.8
,"North Carolina","37","2020","2020","Diseases of the digestive system","K00-K92",8102,10600823,76.4
,"North Carolina","37","2020","2020","Diseases of the skin and subcutaneous tissue","L00-L98",891,10600823,8.4
,"North Carolina","37","2020","2020","Diseases of the musculoskeletal system and connective tissue","M00-M99",1861,10600823,17.6
,"North Carolina","37","2020","2020","Diseases of the genitourinary system","N00-N99",11439,10600823,107.9
,"North Carolina","37","2020","2020","Pregnancy, childbirth and the puerperium","O00-O99",70,10600823,0.7
,"North Carolina","37","2020","2020","Certain conditions originating in the perinatal period","P00-P96",547,10600823,5.2
,"North Carolina","37","2020","2020","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",442,10600823,4.2
,"North Carolina","37","2020","2020","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",17708,10600823,167.0
,"North Carolina","37","2020","2020","Injury, poisoning and certain other consequences of external causes","S00-T98",11228,10600823,105.9
,"North Carolina","37","2020","2020","Codes for special purposes","U00-U99",8753,10600823,82.6
,"North Carolina","37","2020","2020","External causes of morbidity and mortality","V01-Y89",12100,10600823,114.1
,"North Carolina","37","2021","2021","Certain infectious and parasitic diseases","A00-B99",11680,10551162,110.7
,"North Carolina","37","2021","2021","Neoplasms","C00-D48",23555,10551162,223.2
,"North Carolina","37","2021","2021","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",3495,10551162,33.1
,"North Carolina","37","2021","2021","Endocrine, nutritional and metabolic diseases","E00-E89",21824,10551162,206.8
,"North Carolina","37","2021","2021","Mental and behavioural disorders","F01-F99",28749,10551162,272.5
,"North Carolina","37","2021","2021","Diseases of the nervous system","G00-G98",13572,10551162,128.6
,"North Carolina","37","2021","2021","Diseases of the eye and adnexa","H00-H59",63,10551162,0.6
,"North Carolina","37","2021","2021","Diseases of the ear and mastoid process","H60-H95",20,10551162,0.2
,"North Carolina","37","2021","2021","Diseases of the circulatory system","I00-I99",58660,10551162,556.0
,"North Carolina","37","2021","2021","Diseases of the respiratory system","J00-J98",35621,10551162,337.6
,"North Carolina","37","2021","2021","Diseases of the digestive system","K00-K92",9147,10551162,86.7
,"North Carolina","37","2021","2021","Diseases of the skin and subcutaneous tissue","L00-L98",1055,10551162,10.0
,"North Carolina","37","2021","2021","Diseases of the musculoskeletal system and connective tissue","M00-M99",1996,10551162,18.9
,"North Carolina","37","2021","2021","Diseases of the genitourinary system","N00-N99",13231,10551162,125.4
,"North Carolina","37","2021","2021","Pregnancy, childbirth and the puerperium","O00-O99",85,10551162,0.8
,"North Carolina","37","2021","2021","Certain conditions originating in the perinatal period","P00-P96",490,10551162,4.6
,"North Carolina","37","2021","2021","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",515,10551162,4.9
,"North Carolina","37","2021","2021","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",19342,10551162,183.3
,"North Carolina","37","2021","2021","Injury, poisoning and certain other consequences of external causes","S00-T98",12660,10551162,120.0
,"North Carolina","37","2021","2021","Codes for special purposes","U00-U99",15040,10551162,142.5
,"North Carolina","37","2021","2021","External causes of morbidity and mortality","V01-Y89",13713,10551162,130.0
,"North Carolina","37","2022","2022","Certain infectious and parasitic diseases","A00-B99",10172,10698973,95.1
,"North Carolina","37","2022","2022","Neoplasms","C00-D48",24136,10698973,225.6
,"North Carolina","37","2022","2022","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",3877,10698973,36.2
,"North Carolina","37","2022","2022","Endocrine, nutritional and metabolic diseases","E00-E89",22738,10698973,212.5
,"North Carolina","37","2022","2022","Mental and behavioural disorders","F01-F99",31091,10698973,290.6
,"North Carolina","37","2022","2022","Diseases of the nervous system","G00-G98",14048,10698973,131.3
,"North Carolina","37","2022","2022","Diseases of the eye and adnexa","H00-H59",76,10698973,0.7
,"North Carolina","37","2022","2022","Diseases of the ear and mastoid process","H60-H95",32,10698973,0.3
,"North Carolina","37","2022","2022","Diseases of the circulatory system","I00-I99",58225,10698973,544.2
,"North Carolina","37","2022","2022","Diseases of the respiratory system","J00-J98",30009,10698973,280.5
,"North Carolina","37","2022","2022","Diseases of the digestive system","K00-K92",9208,10698973,86.1
,"North Carolina","37","2022","2022","Diseases of the skin and subcutaneous tissue","L00-L98",1314,10698973,12.3
,"North Carolina","37","2022","2022","Diseases of the musculoskeletal system and connective tissue","M00-M99",2338,10698973,21.9
,"North Carolina","37","2022","2022","Diseases of the genitourinary system","N00-N99",12062,10698973,112.7
,"North Carolina","37","2022","2022","Pregnancy, childbirth and the puerperium","O00-O99",67,10698973,0.6
,"North Carolina","37","2022","2022","Certain conditions originating in the perinatal period","P00-P96",543,10698973,5.1
,"North Carolina","37","2022","2022","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",544,10698973,5.1
,"North Carolina","37","2022","2022","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",17910,10698973,167.4
,"North Carolina","37","2022","2022","Injury, poisoning and certain other consequences of external causes","S00-T98",13079,10698973,122.2
,"North Carolina","37","2022","2022","Codes for special purposes","U00-U99",8293,10698973,77.5
,"North Carolina","37","2022","2022","External causes of morbidity and mortality","V01-Y89",13831,10698973,129.3
,"North Carolina","37","2023","2023","Certain infectious and parasitic diseases","A00-B99",9104,10835491,84.0
,"North Carolina","37","2023","2023","Neoplasms","C00-D48",24513,10835491,226.2
,"North Carolina","37","2023","2023","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",3943,10835491,36.4
,"North Carolina","37","2023","2023","Endocrine, nutritional and metabolic diseases","E00-E89",21987,10835491,202.9
,"North Carolina","37","2023","2023","Mental and behavioural disorders","F01-F99",29074,10835491,268.3
,"North Carolina","37","2023","2023","Diseases of the nervous system","G00-G98",13993,10835491,129.1
,"North Carolina","37","2023","2023","Diseases of the eye and adnexa","H00-H59",99,10835491,0.9
,"North Carolina","37","2023","2023","Diseases of the ear and mastoid process","H60-H95",33,10835491,0.3
,"North Carolina","37","2023","2023","Diseases of the circulatory system","I00-I99",54581,10835491,503.7
,"North Carolina","37","2023","2023","Diseases of the respiratory system","J00-J98",25824,10835491,238.3
,"North Carolina","37","2023","2023","Diseases of the digestive system","K00-K92",8945,10835491,82.6
,"North Carolina","37","2023","2023","Diseases of the skin and subcutaneous tissue","L00-L98",1305,10835491,12.0
,"North Carolina","37","2023","2023","Diseases of the musculoskeletal system and connective tissue","M00-M99",2485,10835491,22.9
,"North Carolina","37","2023","2023","Diseases of the genitourinary system","N00-N99",10965,10835491,101.2
,"North Carolina","37","2023","2023","Pregnancy, childbirth and the puerperium","O00-O99",64,10835491,0.6
,"North Carolina","37","2023","2023","Certain conditions originating in the perinatal period","P00-P96",542,10835491,5.0
,"North Carolina","37","2023","2023","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",532,10835491,4.9
,"North Carolina","37","2023","2023","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",16970,10835491,156.6
,"North Carolina","37","2023","2023","Injury, poisoning and certain other consequences of external causes","S00-T98",12089,10835491,111.6
,"North Carolina","37","2023","2023","Codes for special purposes","U00-U99",2877,10835491,26.6
