"Notes","Year","Year Code","UCD - ICD Chapter","UCD - ICD Chapter Code","MCD - ICD-10 113 Cause List","MCD - ICD-10 113 Cause List Code",Deaths,Population,Crude Rate
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Atherosclerotic cardiovascular disease, so described (I25.0)","GR113-062",283,331893745,0.1
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)","GR113-063",3171,331893745,1.0
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Other heart diseases (I26-I51)","GR113-064",21700,331893745,6.5
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Acute and subacute endocarditis (I33)","GR113-065",378,331893745,0.1
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Diseases of pericardium and acute myocarditis (I30-I31,I40)","GR113-066",146,331893745,0.0
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Heart failure (I50)","GR113-067",5499,331893745,1.7
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)","GR113-068",18237,331893745,5.5
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Essential hypertension and hypertensive renal disease (I10,I12,I15)","GR113-069",5341,331893745,1.6
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Cerebrovascular diseases (I60-I69)","GR113-070",2864,331893745,0.9
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Atherosclerosis (I70)","GR113-071",113,331893745,0.0
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Other diseases of circulatory system (I71-I78)","GR113-072",881,331893745,0.3
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Aortic aneurysm and dissection (I71)","GR113-073",114,331893745,0.0
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Other diseases of arteries, arterioles and capillaries (I72-I78)","GR113-074",775,331893745,0.2
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Other disorders of circulatory system (I80-I99)","GR113-075",1967,331893745,0.6
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Influenza and pneumonia (J09-J18)","GR113-076",7528,331893745,2.3
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Influenza (J09-J11)","GR113-077",17,331893745,Unreliable
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Pneumonia (J12-J18)","GR113-078",7511,331893745,2.3
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Other acute lower respiratory infections (J20-J22,U04)","GR113-079",19,331893745,Unreliable
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Acute bronchitis and bronchiolitis (J20-J21)","GR113-080",13,331893745,Unreliable
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Chronic lower respiratory diseases (J40-J47)","GR113-082",3745,331893745,1.1
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Bronchitis, chronic and unspecified (J40-J42)","GR113-083",20,331893745,0.0
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Emphysema (J43)","GR113-084",193,331893745,0.1
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Asthma (J45-J46)","GR113-085",238,331893745,0.1
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Other chronic lower respiratory diseases (J44,J47)","GR113-086",3341,331893745,1.0
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Pneumoconioses and chemical effects (J60-J66,J68,U07.0)","GR113-087",23,331893745,0.0
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Pneumonitis due to solids and liquids (J69)","GR113-088",1731,331893745,0.5
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)","GR113-089",19054,331893745,5.7
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Peptic ulcer (K25-K28)","GR113-090",228,331893745,0.1
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Diseases of appendix (K35-K38)","GR113-091",24,331893745,0.0
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Hernia (K40-K46)","GR113-092",58,331893745,0.0
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Chronic liver disease and cirrhosis (K70,K73-K74)","GR113-093",4429,331893745,1.3
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Alcoholic liver disease (K70)","GR113-094",1054,331893745,0.3
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Other chronic liver disease and cirrhosis (K73-K74)","GR113-095",3440,331893745,1.0
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Cholelithiasis and other disorders of gallbladder (K80-K82)","GR113-096",229,331893745,0.1
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","GR113-097",11229,331893745,3.4
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)","GR113-098",153,331893745,0.0
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)","GR113-099",32,331893745,0.0
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Renal failure (N17-N19)","GR113-100",11141,331893745,3.4
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Infections of kidney (N10-N12,N13.6,N15.1)","GR113-102",147,331893745,0.0
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Hyperplasia of prostate (N40)","GR113-103",93,331893745,0.0
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Inflammatory diseases of female pelvic organs (N70-N76)","GR113-104",12,331893745,Unreliable
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Certain conditions originating in the perinatal period (P00-P96)","GR113-108",224,331893745,0.1
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","GR113-109",296,331893745,0.1
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","GR113-110",19382,331893745,5.8
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","All other diseases (Residual) ","GR113-111",26546,331893745,8.0
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Accidents (unintentional injuries) (V01-X59,Y85-Y86)","GR113-112",1164,331893745,0.4
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Transport accidents (V01-V99,Y85)","GR113-113",44,331893745,0.0
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)","GR113-114",29,331893745,0.0
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)","GR113-116",12,331893745,Unreliable
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Nontransport accidents (W00-X59,Y86)","GR113-117",1120,331893745,0.3
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Falls (W00-W19)","GR113-118",176,331893745,0.1
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Accidental poisoning and exposure to noxious substances (X40-X49)","GR113-122",124,331893745,0.0
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)","GR113-123",821,331893745,0.2
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)","GR113-131",15,331893745,Unreliable
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)","GR113-133",15,331893745,Unreliable
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Complications of medical and surgical care (Y40-Y84,Y88)","GR113-135",1051,331893745,0.3
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Enterocolitis due to Clostridium difficile (A04.7)","GR113-136",4371,331893745,1.3
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","Other contributing conditions (O08,S,T)","GR113-137",1414,331893745,0.4
,"2021","2021","Certain infectious and parasitic diseases","A00-B99","COVID-19 (U07.1)","GR113-138",815,331893745,0.2
,"2021","2021","Neoplasms","C00-D48","Certain other intestinal infections (A04,A07-A09)","GR113-003",1441,331893745,0.4
,"2021","2021","Neoplasms","C00-D48","Tuberculosis (A16-A19)","GR113-004",119,331893745,0.0
,"2021","2021","Neoplasms","C00-D48","Respiratory tuberculosis (A16)","GR113-005",93,331893745,0.0
,"2021","2021","Neoplasms","C00-D48","Other tuberculosis (A17-A19)","GR113-006",26,331893745,0.0
,"2021","2021","Neoplasms","C00-D48","Septicemia (A40-A41)","GR113-010",28273,331893745,8.5
,"2021","2021","Neoplasms","C00-D48","Syphilis (A50-A53)","GR113-011",15,331893745,Unreliable
,"2021","2021","Neoplasms","C00-D48","Viral hepatitis (B15-B19)","GR113-015",4619,331893745,1.4
,"2021","2021","Neoplasms","C00-D48","Human immunodeficiency virus (HIV) disease (B20-B24)","GR113-016",749,331893745,0.2
,"2021","2021","Neoplasms","C00-D48","Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1,U09.9)","GR113-018",11498,331893745,3.5
,"2021","2021","Neoplasms","C00-D48","Malignant neoplasms (C00-C97)","GR113-019",606179,331893745,182.6
,"2021","2021","Neoplasms","C00-D48","Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)","GR113-020",12431,331893745,3.7
,"2021","2021","Neoplasms","C00-D48","Malignant neoplasm of esophagus (C15)","GR113-021",16277,331893745,4.9
,"2021","2021","Neoplasms","C00-D48","Malignant neoplasm of stomach (C16)","GR113-022",11302,331893745,3.4
,"2021","2021","Neoplasms","C00-D48","Malignant neoplasms of colon, rectum and anus (C18-C21)","GR113-023",56632,331893745,17.1
,"2021","2021","Neoplasms","C00-D48","Malignant neoplasms of liver and intrahepatic bile ducts (C22)","GR113-024",29588,331893745,8.9
,"2021","2021","Neoplasms","C00-D48","Malignant neoplasm of pancreas (C25)","GR113-025",48986,331893745,14.8
,"2021","2021","Neoplasms","C00-D48","Malignant neoplasm of larynx (C32)","GR113-026",4276,331893745,1.3
,"2021","2021","Neoplasms","C00-D48","Malignant neoplasms of trachea, bronchus and lung (C33-C34)","GR113-027",136441,331893745,41.1
,"2021","2021","Neoplasms","C00-D48","Malignant melanoma of skin (C43)","GR113-028",8727,331893745,2.6
,"2021","2021","Neoplasms","C00-D48","Malignant neoplasm of breast (C50)","GR113-029",45619,331893745,13.7
,"2021","2021","Neoplasms","C00-D48","Malignant neoplasm of cervix uteri (C53)","GR113-030",4598,331893745,1.4
,"2021","2021","Neoplasms","C00-D48","Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)","GR113-031",12865,331893745,3.9
,"2021","2021","Neoplasms","C00-D48","Malignant neoplasm of ovary (C56)","GR113-032",13965,331893745,4.2
,"2021","2021","Neoplasms","C00-D48","Malignant neoplasm of prostate (C61)","GR113-033",36063,331893745,10.9
,"2021","2021","Neoplasms","C00-D48","Malignant neoplasms of kidney and renal pelvis (C64-C65)","GR113-034",15252,331893745,4.6
,"2021","2021","Neoplasms","C00-D48","Malignant neoplasm of bladder (C67)","GR113-035",18667,331893745,5.6
,"2021","2021","Neoplasms","C00-D48","Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)","GR113-036",18190,331893745,5.5
,"2021","2021","Neoplasms","C00-D48","Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)","GR113-037",60960,331893745,18.4
,"2021","2021","Neoplasms","C00-D48","Hodgkin disease (C81)","GR113-038",1168,331893745,0.4
,"2021","2021","Neoplasms","C00-D48","Non-Hodgkin lymphoma (C82-C85)","GR113-039",21966,331893745,6.6
,"2021","2021","Neoplasms","C00-D48","Leukemia (C91-C95)","GR113-040",25028,331893745,7.5
,"2021","2021","Neoplasms","C00-D48","Multiple myeloma and immunoproliferative neoplasms (C88,C90)","GR113-041",13695,331893745,4.1
,"2021","2021","Neoplasms","C00-D48","Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)","GR113-042",178,331893745,0.1
,"2021","2021","Neoplasms","C00-D48","All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)","GR113-043",161392,331893745,48.6
,"2021","2021","Neoplasms","C00-D48","In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)","GR113-044",19994,331893745,6.0
,"2021","2021","Neoplasms","C00-D48","Anemias (D50-D64)","GR113-045",20659,331893745,6.2
,"2021","2021","Neoplasms","C00-D48","Diabetes mellitus (E10-E14)","GR113-046",38557,331893745,11.6
,"2021","2021","Neoplasms","C00-D48","Nutritional deficiencies (E40-E64)","GR113-047",13033,331893745,3.9
,"2021","2021","Neoplasms","C00-D48","Malnutrition (E40-E46)","GR113-048",12727,331893745,3.8
,"2021","2021","Neoplasms","C00-D48","Other nutritional deficiencies (E50-E64)","GR113-049",333,331893745,0.1
,"2021","2021","Neoplasms","C00-D48","Meningitis (G00,G03)","GR113-050",171,331893745,0.1
,"2021","2021","Neoplasms","C00-D48","Parkinson disease (G20-G21)","GR113-051",2112,331893745,0.6
,"2021","2021","Neoplasms","C00-D48","Alzheimer disease (G30)","GR113-052",3201,331893745,1.0
,"2021","2021","Neoplasms","C00-D48","Major cardiovascular diseases (I00-I78)","GR113-053",174284,331893745,52.5
,"2021","2021","Neoplasms","C00-D48","Diseases of heart (I00-I09,I11,I13,I20-I51)","GR113-054",129267,331893745,38.9
,"2021","2021","Neoplasms","C00-D48","Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)","GR113-055",317,331893745,0.1
,"2021","2021","Neoplasms","C00-D48","Hypertensive heart disease (I11)","GR113-056",3182,331893745,1.0
,"2021","2021","Neoplasms","C00-D48","Hypertensive heart and renal disease (I13)","GR113-057",511,331893745,0.2
,"2021","2021","Neoplasms","C00-D48","Ischemic heart diseases (I20-I25)","GR113-058",31312,331893745,9.4
,"2021","2021","Neoplasms","C00-D48","Acute myocardial infarction (I21-I22)","GR113-059",4202,331893745,1.3
,"2021","2021","Neoplasms","C00-D48","Other acute ischemic heart diseases (I24)","GR113-060",229,331893745,0.1
,"2021","2021","Neoplasms","C00-D48","Other forms of chronic ischemic heart disease (I20,I25)","GR113-061",27694,331893745,8.3
,"2021","2021","Neoplasms","C00-D48","Atherosclerotic cardiovascular disease, so described (I25.0)","GR113-062",2149,331893745,0.6
,"2021","2021","Neoplasms","C00-D48","All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)","GR113-063",25635,331893745,7.7
,"2021","2021","Neoplasms","C00-D48","Other heart diseases (I26-I51)","GR113-064",106899,331893745,32.2
,"2021","2021","Neoplasms","C00-D48","Acute and subacute endocarditis (I33)","GR113-065",112,331893745,0.0
,"2021","2021","Neoplasms","C00-D48","Diseases of pericardium and acute myocarditis (I30-I31,I40)","GR113-066",1236,331893745,0.4
,"2021","2021","Neoplasms","C00-D48","Heart failure (I50)","GR113-067",24281,331893745,7.3
,"2021","2021","Neoplasms","C00-D48","All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)","GR113-068",90085,331893745,27.1
,"2021","2021","Neoplasms","C00-D48","Essential hypertension and hypertensive renal disease (I10,I12,I15)","GR113-069",60285,331893745,18.2
,"2021","2021","Neoplasms","C00-D48","Cerebrovascular diseases (I60-I69)","GR113-070",17054,331893745,5.1
,"2021","2021","Neoplasms","C00-D48","Atherosclerosis (I70)","GR113-071",1494,331893745,0.5
,"2021","2021","Neoplasms","C00-D48","Other diseases of circulatory system (I71-I78)","GR113-072",4743,331893745,1.4
,"2021","2021","Neoplasms","C00-D48","Aortic aneurysm and dissection (I71)","GR113-073",968,331893745,0.3
,"2021","2021","Neoplasms","C00-D48","Other diseases of arteries, arterioles and capillaries (I72-I78)","GR113-074",3838,331893745,1.2
,"2021","2021","Neoplasms","C00-D48","Other disorders of circulatory system (I80-I99)","GR113-075",9970,331893745,3.0
,"2021","2021","Neoplasms","C00-D48","Influenza and pneumonia (J09-J18)","GR113-076",21396,331893745,6.4
,"2021","2021","Neoplasms","C00-D48","Influenza (J09-J11)","GR113-077",22,331893745,0.0
,"2021","2021","Neoplasms","C00-D48","Pneumonia (J12-J18)","GR113-078",21374,331893745,6.4
,"2021","2021","Neoplasms","C00-D48","Other acute lower respiratory infections (J20-J22,U04)","GR113-079",28,331893745,0.0
,"2021","2021","Neoplasms","C00-D48","Acute bronchitis and bronchiolitis (J20-J21)","GR113-080",20,331893745,0.0
,"2021","2021","Neoplasms","C00-D48","Chronic lower respiratory diseases (J40-J47)","GR113-082",47242,331893745,14.2
,"2021","2021","Neoplasms","C00-D48","Bronchitis, chronic and unspecified (J40-J42)","GR113-083",146,331893745,0.0
,"2021","2021","Neoplasms","C00-D48","Emphysema (J43)","GR113-084",3135,331893745,0.9
,"2021","2021","Neoplasms","C00-D48","Asthma (J45-J46)","GR113-085",1402,331893745,0.4
,"2021","2021","Neoplasms","C00-D48","Other chronic lower respiratory diseases (J44,J47)","GR113-086",43135,331893745,13.0
,"2021","2021","Neoplasms","C00-D48","Pneumoconioses and chemical effects (J60-J66,J68,U07.0)","GR113-087",264,331893745,0.1
,"2021","2021","Neoplasms","C00-D48","Pneumonitis due to solids and liquids (J69)","GR113-088",5425,331893745,1.6
,"2021","2021","Neoplasms","C00-D48","Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)","GR113-089",67703,331893745,20.4
,"2021","2021","Neoplasms","C00-D48","Peptic ulcer (K25-K28)","GR113-090",796,331893745,0.2
,"2021","2021","Neoplasms","C00-D48","Diseases of appendix (K35-K38)","GR113-091",132,331893745,0.0
,"2021","2021","Neoplasms","C00-D48","Hernia (K40-K46)","GR113-092",213,331893745,0.1
,"2021","2021","Neoplasms","C00-D48","Chronic liver disease and cirrhosis (K70,K73-K74)","GR113-093",9298,331893745,2.8
,"2021","2021","Neoplasms","C00-D48","Alcoholic liver disease (K70)","GR113-094",2059,331893745,0.6
,"2021","2021","Neoplasms","C00-D48","Other chronic liver disease and cirrhosis (K73-K74)","GR113-095",7294,331893745,2.2
,"2021","2021","Neoplasms","C00-D48","Cholelithiasis and other disorders of gallbladder (K80-K82)","GR113-096",556,331893745,0.2
,"2021","2021","Neoplasms","C00-D48","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","GR113-097",29663,331893745,8.9
,"2021","2021","Neoplasms","C00-D48","Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)","GR113-098",424,331893745,0.1
,"2021","2021","Neoplasms","C00-D48","Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)","GR113-099",68,331893745,0.0
,"2021","2021","Neoplasms","C00-D48","Renal failure (N17-N19)","GR113-100",29380,331893745,8.9
,"2021","2021","Neoplasms","C00-D48","Infections of kidney (N10-N12,N13.6,N15.1)","GR113-102",310,331893745,0.1
,"2021","2021","Neoplasms","C00-D48","Hyperplasia of prostate (N40)","GR113-103",1132,331893745,0.3
,"2021","2021","Neoplasms","C00-D48","Inflammatory diseases of female pelvic organs (N70-N76)","GR113-104",104,331893745,0.0
,"2021","2021","Neoplasms","C00-D48","Certain conditions originating in the perinatal period (P00-P96)","GR113-108",25,331893745,0.0
,"2021","2021","Neoplasms","C00-D48","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","GR113-109",751,331893745,0.2
,"2021","2021","Neoplasms","C00-D48","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","GR113-110",73417,331893745,22.1
,"2021","2021","Neoplasms","C00-D48","All other diseases (Residual) ","GR113-111",191086,331893745,57.6
,"2021","2021","Neoplasms","C00-D48","Accidents (unintentional injuries) (V01-X59,Y85-Y86)","GR113-112",4067,331893745,1.2
,"2021","2021","Neoplasms","C00-D48","Transport accidents (V01-V99,Y85)","GR113-113",49,331893745,0.0
,"2021","2021","Neoplasms","C00-D48","Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)","GR113-114",34,331893745,0.0
,"2021","2021","Neoplasms","C00-D48","Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)","GR113-116",12,331893745,Unreliable
,"2021","2021","Neoplasms","C00-D48","Nontransport accidents (W00-X59,Y86)","GR113-117",4021,331893745,1.2
,"2021","2021","Neoplasms","C00-D48","Falls (W00-W19)","GR113-118",991,331893745,0.3
,"2021","2021","Neoplasms","C00-D48","Accidental exposure to smoke, fire and flames (X00-X09)","GR113-121",15,331893745,Unreliable
,"2021","2021","Neoplasms","C00-D48","Accidental poisoning and exposure to noxious substances (X40-X49)","GR113-122",130,331893745,0.0
,"2021","2021","Neoplasms","C00-D48","Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)","GR113-123",2883,331893745,0.9
,"2021","2021","Neoplasms","C00-D48","Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)","GR113-131",15,331893745,Unreliable
,"2021","2021","Neoplasms","C00-D48","Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)","GR113-133",15,331893745,Unreliable
,"2021","2021","Neoplasms","C00-D48","Complications of medical and surgical care (Y40-Y84,Y88)","GR113-135",8151,331893745,2.5
,"2021","2021","Neoplasms","C00-D48","Enterocolitis due to Clostridium difficile (A04.7)","GR113-136",876,331893745,0.3
,"2021","2021","Neoplasms","C00-D48","Other contributing conditions (O08,S,T)","GR113-137",5530,331893745,1.7
,"2021","2021","Neoplasms","C00-D48","COVID-19 (U07.1)","GR113-138",5689,331893745,1.7
,"2021","2021","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89","Certain other intestinal infections (A04,A07-A09)","GR113-003",68,331893745,0.0
,"2021","2021","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89","Septicemia (A40-A41)","GR113-010",1821,331893745,0.5
,"2021","2021","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89","Viral hepatitis (B15-B19)","GR113-015",52,331893745,0.0
,"2021","2021","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89","Human immunodeficiency virus (HIV) disease (B20-B24)","GR113-016",22,331893745,0.0
,"2021","2021","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89","Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1,U09.9)","GR113-018",810,331893745,0.2
,"2021","2021","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89","Malignant neoplasms (C00-C97)","GR113-019",773,331893745,0.2
,"2021","2021","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89","Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)","GR113-020",17,331893745,Unreliable
,"2021","2021","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89","Malignant neoplasm of esophagus (C15)","GR113-021",14,331893745,Unreliable
,"2021","2021","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89","Malignant neoplasms of colon, rectum and anus (C18-C21)","GR113-023",60,331893745,0.0
,"2021","2021","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89","Malignant neoplasms of liver and intrahepatic bile ducts (C22)","GR113-024",20,331893745,0.0
,"2021","2021","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89","Malignant neoplasm of pancreas (C25)","GR113-025",21,331893745,0.0
,"2021","2021","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89","Malignant neoplasms of trachea, bronchus and lung (C33-C34)","GR113-027",83,331893745,0.0
,"2021","2021","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89","Malignant neoplasm of breast (C50)","GR113-029",84,331893745,0.0
,"2021","2021","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89","Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)","GR113-031",13,331893745,Unreliable
,"2021","2021","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89","Malignant neoplasm of prostate (C61)","GR113-033",50,331893745,0.0
,"2021","2021","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89","Malignant neoplasms of kidney and renal pelvis (C64-C65)","GR113-034",17,331893745,Unreliable
,"2021","2021","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89","Malignant neoplasm of bladder (C67)","GR113-035",19,331893745,Unreliable
,"2021","2021","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89","Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)","GR113-037",278,331893745,0.1
,"2021","2021","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89","Hodgkin disease (C81)","GR113-038",25,331893745,0.0
,"2021","2021","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89","Non-Hodgkin lymphoma (C82-C85)","GR113-039",121,331893745,0.0
,"2021","2021","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89","Leukemia (C91-C95)","GR113-040",102,331893745,0.0
,"2021","2021","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89","Multiple myeloma and immunoproliferative neoplasms (C88,C90)","GR113-041",34,331893745,0.0
,"2021","2021","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89","All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)","GR113-043",123,331893745,0.0
,"2021","2021","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89","In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)","GR113-044",130,331893745,0.0
,"2021","2021","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89","Anemias (D50-D64)","GR113-045",6511,331893745,2.0
,"2021","2021","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89","Diabetes mellitus (E10-E14)","GR113-046",924,331893745,0.3
,"2021","2021","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89","Nutritional deficiencies (E40-E64)","GR113-047",255,331893745,0.1
,"2021","2021","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89","Malnutrition (E40-E46)","GR113-048",228,331893745,0.1
,"2021","2021","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89","Other nutritional deficiencies (E50-E64)","GR113-049",29,331893745,0.0
,"2021","2021","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89","Parkinson disease (G20-G21)","GR113-051",41,331893745,0.0
